burnIn   <= 0,   maxState  = 150000200
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14555.0371	141.0766	-14549.7355	-14831.7238	-14287.6437	498.3559	-14639.3313	-14447.6055	
prior	-6945.3913	140.669	-6939.8983	-7220.3422	-6678.6387	494.137	-7034.6368	-6845.3926	
likelihood	-7609.6457	17.5682	-7609.9129	-7643.8994	-7574.6798	1333.8594	-7622.1608	-7598.7172	
treeModel.rootHeight	145.9699	49.1844	138.5569	59.9007	240.7767	551.581	104.3095	161.7679	
age(root)	1877.0301	49.1844	1884.4429	1782.2233	1963.0993	551.581	1861.2321	1918.6905	
treeLength	1849.5651	386.4738	1807.6513	1138.1436	2576.5104	420.5097	1513.7307	2011.7215	
tmrca(ingroup)	145.9699	49.1844	138.5569	59.9007	240.7767	551.581	104.3095	161.7679	
age(ingroup)	1877.0301	49.1844	1884.4429	1782.2233	1963.0993	551.581	1861.2321	1918.6905	
demographic.populationSizeChanges	2.6605	0.7271	3	2	4	964.4147	2	3	
demographic.populationMean	69.812	54.1702	54.1467	10.8488	171.1528	520.6071	21.9397	60.3632	
demographic.popSize1	53.6125	85.878	25.2653	0.0167	195.3963	599.7546	0.5141	25.2805	
demographic.popSize2	69.9522	105.4007	36.6783	1.3197E-3	242.2415	1733.5466	1.3197E-3	36.6783	
demographic.popSize3	68.1412	101.6874	35.7514	6.2003E-3	237.5452	1618.5594	8.5841E-3	35.7514	
demographic.popSize4	67.1139	103.5938	33.8133	8.7076E-4	239.4172	1692.0421	2.261E-3	33.8143	
demographic.popSize5	68.171	105.2425	35.3145	4.6637E-3	241.2632	1709.6801	2.4648E-3	35.3145	
demographic.popSize6	67.1303	103.9514	34.175	3.724E-3	238.9736	1762.9447	5.5847E-3	34.175	
demographic.popSize7	66.485	104.4272	32.5176	8.8948E-4	242.0853	1566.4946	5.1664E-3	32.5213	
demographic.popSize8	66.9986	107.0835	33.3261	2.1706E-3	243.0421	1615.5522	8.8684E-3	33.3298	
demographic.popSize9	65.0793	99.3074	33.4806	3.8189E-4	231.939	1739.9561	2.8936E-3	33.4826	
demographic.popSize10	66.776	106.7636	34.0291	1.475E-3	238.3073	1822.6628	1.6618E-3	34.0291	
demographic.popSize11	64.5249	98.7108	32.6738	1.4988E-4	230.5248	1730.4421	6.1829E-3	32.6749	
demographic.popSize12	67.507	101.8074	34.6056	5.1159E-3	241.6464	1652.3367	0.0181	34.6154	
demographic.popSize13	67.6221	105.0205	34.5393	2.3383E-3	240.0087	1606.1666	2.5966E-3	34.5393	
