burnIn   <= 0,   maxState  = 150000200
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-15039.6475	158.3776	-15033.8464	-15356.9935	-14739.1068	463.1658	-15134.3012	-14919.9861	
prior	-7026.0263	157.7282	-7021.3392	-7348.5689	-6733.8329	460.5139	-7123.6459	-6909.8651	
likelihood	-8013.6213	18.0804	-8013.1927	-8050.127	-7978.2723	1165.8615	-8024.4005	-8000.7751	
treeModel.rootHeight	141.6785	45.3155	132.5475	69.3618	233.7571	551.6298	97.9963	147.2381	
age(root)	1879.3215	45.3155	1888.4525	1787.2429	1951.6382	551.6298	1873.7619	1923.0037	
treeLength	1929.4201	338.4425	1873.3445	1324.4502	2611.1307	433.0694	1639.6875	2011.9605	
tmrca(ingroup)	141.6785	45.3155	132.5475	69.3618	233.7571	551.6298	97.9963	147.2381	
age(ingroup)	1879.3215	45.3155	1888.4525	1787.2429	1951.6382	551.6298	1873.7619	1923.0037	
demographic.populationSizeChanges	2.8631	0.7154	3	2	4	957.192	3	3	
demographic.populationMean	113.2078	115.8162	81.2459	10.952	293.2139	480.0454	25.634	87.7607	
demographic.popSize1	97.9818	123.7594	61.8131	0.0535	346.1186	503.5034	8.7369	67.4977	
demographic.popSize2	112.0191	192.1217	54.0041	1.2367E-3	399.9848	1388.7339	1.2367E-3	54.0041	
demographic.popSize3	110.1656	191.03	52.3658	3.112E-4	397.4861	1324.344	3.112E-4	52.3658	
demographic.popSize4	111.4285	194.6073	53.2804	3.945E-4	401.3456	1294.8835	1.6466E-4	53.2804	
demographic.popSize5	112.3313	192.9908	54.7075	9.1317E-5	406.023	1291.9823	9.1317E-5	54.7075	
demographic.popSize6	114.0543	197.6649	54.7104	2.3675E-3	400.8276	1321.3804	0.0218	54.7131	
demographic.popSize7	110.6098	203.105	52.224	2.0441E-4	394.1787	1416.4932	2.0441E-4	52.224	
demographic.popSize8	111.5356	191.8636	52.8348	9.4083E-3	397.9209	1338.1748	0.0285	52.8393	
demographic.popSize9	107.008	193.1364	48.3957	5.8431E-4	392.7079	1288.2321	4.2191E-4	48.3957	
demographic.popSize10	95.1157	180.6046	42.4457	4.2205E-4	348.862	1156.5094	4.2205E-4	42.4457	
demographic.popSize11	112.1229	191.8998	54.4867	7.2981E-3	400.389	1290.1079	0.0145	54.494	
demographic.popSize12	106.1313	205.7045	46.0462	3.7105E-3	394.9418	1164.2873	0.0257	46.0544	
demographic.popSize13	110.1139	193.3772	50.9994	5.3126E-3	399.0014	1267.0953	0.0145	51.0009	
demographic.popSize14	110.4184	189.7831	52.3438	7.9312E-3	404.3603	1317.9644	0.0156	52.3479	
demographic.popSize15	108.1306	203.8664	50.2708	1.4284E-3	391.9349	1215.0402	0.0191	50.2873	
