burnIn   <= 0,   maxState  = 150000200
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14652.5268	167.9735	-14650.8553	-14974.7952	-14327.2994	448.6941	-14761.6377	-14530.232	
prior	-7078.434	166.5405	-7077.8762	-7396.1777	-6754.6831	446.4891	-7189.8007	-6960.2533	
likelihood	-7574.0929	19.1341	-7574.331	-7611.3702	-7535.8478	1219.0682	-7587.2831	-7561.7978	
treeModel.rootHeight	169.9815	50.1458	162.39	88.1091	271.3468	589.6547	120.3683	180.7737	
age(root)	1853.0185	50.1458	1860.61	1751.6532	1934.8909	589.6547	1842.2263	1902.6317	
treeLength	2274.6592	386.5323	2241.8978	1580.2682	3048.1749	441.023	1960.7425	2463.1789	
tmrca(ingroup)	169.9815	50.1458	162.39	88.1091	271.3468	589.6547	120.3683	180.7737	
age(ingroup)	1853.0185	50.1458	1860.61	1751.6532	1934.8909	589.6547	1842.2263	1902.6317	
demographic.populationSizeChanges	2.7639	0.7585	3	2	4	907.2217	2	3	
demographic.populationMean	107.2791	100.9834	79.6297	11.0988	277.3769	483.0701	25.2144	87.3914	
demographic.popSize1	91.9129	125.2214	45.8292	0.5372	321.2296	479.4089	0.5372	45.8292	
demographic.popSize2	107.4224	169.1829	52.164	2.6347E-4	392.1524	1499.0425	3.022E-4	52.164	
demographic.popSize3	107.0184	181.3365	50.3203	8.4939E-4	386.242	1405.3846	5.424E-3	50.3203	
demographic.popSize4	105.7615	179.9935	51.4196	4.0152E-3	390.2734	1485.9272	8.6583E-3	51.4238	
demographic.popSize5	103.8287	168.8215	49.9139	3.7604E-3	383.3847	1411.762	3.7604E-3	49.9139	
demographic.popSize6	105.235	176.6474	50.8829	5.3469E-4	373.5266	1368.7901	3.5861E-3	50.884	
demographic.popSize7	105.6725	177.1338	50.6578	1.8651E-3	380.5724	1351.4237	9.9977E-4	50.6578	
demographic.popSize8	100.4417	156.0993	49.5701	3.7803E-4	360.8173	1719.8458	3.7803E-4	49.5701	
demographic.popSize9	106.496	180.3581	50.4447	1.6585E-4	389.1977	1393.0356	3.3058E-3	50.4447	
demographic.popSize10	101.6851	164.2497	48.3555	2.4743E-3	369.0749	1428.7904	2.4743E-3	48.3555	
demographic.popSize11	93.3796	161.4373	42.9895	1.7429E-4	349.3981	1370.0033	1.7429E-4	42.9895	
demographic.popSize12	95.6506	179.3552	41.9467	1.0739E-3	355.1989	1279.0797	5.8078E-3	41.9501	
demographic.popSize13	102.535	178.9464	46.838	5.2244E-5	374.6841	1361.0443	7.5435E-3	46.8404	
demographic.popSize14	104.0329	183.3804	49.357	1.5905E-3	375.1734	1486.9058	0.0199	49.3579	
demographic.popSize15	96.2489	176.9411	41.7581	4.4305E-3	361.0555	1298.9969	4.4305E-3	41.7581	
demographic.popSize16	95.7066	170.6596	42.9376	2.5383E-3	350.2663	1331.0127	0.026	42.9566	
demographic.popSize17	102.4709	179.4542	48.4268	3.0196E-3	372.9702	1420.6112	0.0278	48.4402	
demographic.popSize18	102.8607	172.3636	47.8895	2.1989E-4	387.2667	1380.2798	6.9009E-3	47.8899	
demographic.popSize19	102.3175	178.0559	48.3292	4.5369E-3	370.4262	1503.33	5.1248E-3	48.3296	
demographic.popSize20	102.899	179.4985	47.0022	1.4404E-4	384.476	1373.4578	1.4404E-4	47.0022	
demographic.popSize21	97.8526	174.3326	44.951	1.9257E-4	361.2305	1348.4687	1.9257E-4	44.951	
demographic.popSize22	106.5796	193.7107	49.7954	1.8058E-4	379.0245	1356.8403	2.9389E-3	49.7967	
demographic.popSize23	105.67	176.7329	51.0184	1.475E-3	389.9233	1449.9735	1.475E-3	51.0184	
demographic.popSize24	107.9554	176.9811	54.1678	4.0195E-3	381.1151	1500.0911	4.9755E-4	54.1678	
demographic.popSize25	107.0172	176.8325	52.5125	1.4759E-4	390.6921	1267.0931	1.4759E-4	52.5125	
demographic.popSize26	105.6008	172.7812	53.1088	1.5073E-3	369.3925	1436.6339	5.8294E-3	53.111	
demographic.popSize27	108.8028	183.2534	54.8457	4.444E-6	381.8571	1355.1433	4.444E-6	54.8457	
demographic.popSize28	109.5841	176.6701	56.5981	4.8883E-4	384.3357	1375.0665	3.9682E-3	56.5981	
demographic.popSize29	108.2922	177.585	53.7774	7.9748E-3	390.3305	1418.0273	7.9748E-3	53.7774	
demographic.popSize30	106.3285	176.5464	53.1792	5.0022E-3	378.0143	1354.6109	6.9517E-3	53.1818	
demographic.popSize31	109.0438	181.2751	55.2162	2.1423E-3	382.441	1472.6004	2.3827E-3	55.2162	
demographic.popSize32	106.8149	177.4412	52.7623	3.0374E-4	385.9747	1459.3809	0.0205	52.7623	
demographic.popSize33	107.3733	185.5326	53.5075	6.7716E-3	375.319	1575.8444	6.7716E-3	53.5075	
demographic.popSize34	108.4883	181.425	54.4008	1.5924E-3	384.6779	1430.5381	2.3023E-3	54.4008	
demographic.popSize35	106.848	173.9626	54.2128	3.3221E-3	378.1863	1489.2669	1.8046E-3	54.2128	
demographic.popSize36	109.0733	181.6644	55.3712	3.8604E-3	385.4865	1479.4683	3.8604E-3	55.3712	
demographic.popSize37	108.9005	179.3885	54.3814	3.7641E-4	382.5731	1476.6826	3.7641E-4	54.3814	
demographic.popSize38	107.2772	181.3028	53.5486	7.403E-4	377.587	1481.1269	2.7334E-3	53.5492	
demographic.popSize39	106.8605	172.4512	54.4367	7.0483E-3	373.8523	1434.9858	8.7486E-3	54.4413	
demographic.popSize40	107.9858	182.5444	53.9819	4.8717E-4	379.6399	1396.0531	0.0135	53.9912	
demographic.popSize41	108.3973	179.5083	55.1703	3.3265E-3	382.218	1418.7132	0.0184	55.1802	
demographic.popSize42	107.2124	175.2953	52.9971	1.035E-4	389.3678	1377.0674	0.0141	53.0092	
demographic.popSize43	108.7827	177.6451	52.2906	8.7624E-4	386.9255	1370.03	8.8068E-3	52.2962	
demographic.popSize44	108.2398	183.0939	52.651	8.7529E-4	384.7111	1416.3172	3.0853E-3	52.651	
demographic.popSize45	106.0232	168.6426	54.115	3.3127E-3	373.997	1524.3332	3.3127E-3	54.115	
demographic.popSize46	108.8869	184.5554	53.9907	3.1315E-3	385.3608	1488.7789	3.1315E-3	53.9907	
demographic.popSize47	107.4558	183.9235	53.5034	2.9341E-4	369.6702	1492.5278	2.9341E-4	53.5034	
demographic.popSize48	108.3857	186.1976	52.7672	4.1906E-4	385.23	1423.362	0.0223	52.7782	
demographic.popSize49	109.7193	193.901	53.7743	5.9773E-3	389.035	1436.7895	0.0136	53.7743	
demographic.popSize50	106.863	169.8371	53.8649	4.4746E-4	377.371	1440.6204	9.1042E-3	53.8667	
demographic.popSize51	107.9828	179.8567	53.2738	5.4586E-3	384.213	1464.1044	0.0353	53.2873	
demographic.popSize52	106.9329	171.6803	53.5307	3.4238E-3	378.1396	1550.3578	3.4238E-3	53.5307	
demographic.popSize53	108.8184	187.4602	53.612	3.2565E-3	381.1757	1372.263	3.2565E-3	53.612	
demographic.popSize54	109.385	181.8513	53.3642	0.0102	379.5548	1363.7224	0.037	53.3828	
demographic.popSize55	107.6331	174.3593	53.3557	8.3594E-5	383.0844	1411.0993	3.6341E-3	53.3585	
demographic.popSize56	108.5176	179.496	53.6085	4.7366E-3	383.5668	1417.3285	9.3962E-3	53.6085	
demographic.popSize57	106.1652	177.1913	53.3922	6.94E-3	373.4195	1423.771	4.9326E-3	53.3922	
demographic.popSize58	108.9042	186.2935	53.0429	2.8975E-4	383.0971	1367.7023	2.8975E-4	53.0429	
demographic.popSize59	108.1096	179.9337	53.5074	5.9873E-4	380.8069	1509.2825	0.0138	53.5158	
demographic.popSize60	107.2213	175.9648	53.3382	4.8832E-3	376.9554	1438.2129	0.0156	53.3483	
demographic.popSize61	108.932	179.9166	53.7295	1.0327E-3	391.328	1399.6888	5.4478E-3	53.7313	
demographic.popSize62	108.7866	183.106	53.3747	0.0121	381.4189	1386.7348	0.013	53.3747	
demographic.popSize63	109.0393	172.2977	54.7234	2.9475E-3	391.8096	1473.8077	0.0102	54.7313	
demographic.popSize64	108.2477	172.6604	53.6918	1.9095E-3	385.2456	1399.965	1.9095E-3	53.6918	
demographic.popSize65	109.3833	182.6646	54.6854	7.8894E-5	386.0371	1430.1225	1.976E-3	54.6854	
demographic.popSize66	108.9273	182.745	52.8621	9.8805E-4	384.952	1477.0552	9.8805E-4	52.8621	
demographic.popSize67	109.2698	178.5947	53.9774	4.3511E-3	391.0292	1437.2229	4.3511E-3	53.9776	
demographic.popSize68	108.6048	181.886	52.8781	1.2127E-5	384.0827	1401.5932	1.2127E-5	52.8781	
demographic.popSize69	105.9919	177.3121	53.052	8.1602E-4	369.5138	1657.2279	8.1602E-4	53.052	
demographic.popSize70	107.0765	170.849	53.3982	7.0023E-3	377.4469	1362.2934	8.632E-3	53.3987	
demographic.popSize71	106.5117	177.9232	52.8388	1.2162E-3	364.4615	1490.7207	1.2162E-3	52.8388	
demographic.popSize72	109.4775	182.7133	53.1917	1.6639E-3	389.045	1395.7554	0.0127	53.1986	
demographic.popSize73	109.2486	182.8451	53.8986	1.3392E-3	387.1778	1387.6027	0.0106	53.9062	
demographic.popSize74	107.4548	169.5824	52.9325	1.1432E-4	383.7748	1392.8695	0.0104	52.9415	
demographic.popSize75	107.802	176.0183	53.0206	1.9645E-3	385.1378	1450.3565	2.2061E-3	53.0206	
demographic.popSize76	108.2397	173.464	53.855	4.839E-3	383.87	1485.5501	2.7774E-3	53.855	
demographic.popSize77	108.408	178.4769	52.7224	1.6336E-4	384.337	1414.6146	0.0408	52.7597	
demographic.popSize78	107.8495	178.6826	51.9513	3.957E-4	383.6292	1364.5049	2.82E-3	51.9519	
demographic.popSize79	106.9517	177.7868	52.9412	1.6714E-3	378.0044	1437.4716	1.6714E-3	52.9412	
demographic.popSize80	108.3248	178.6181	53.1402	7.2358E-3	387.5074	1505.8404	0.0112	53.1402	
demographic.popSize81	107.228	174.8286	52.9249	7.9808E-5	381.5279	1355.735	7.9808E-5	52.9249	
demographic.popSize82	109.8581	182.2313	53.3788	6.4531E-4	392.6805	1335.088	6.4531E-4	53.3788	
demographic.popSize83	108.5017	180.3929	53.2252	5.223E-3	385.6564	1389.9183	5.223E-3	53.2258	
demographic.popSize84	106.4976	172.2057	53.4009	4.0891E-5	374.6924	1361.2642	8.5651E-3	53.4025	
demographic.popSize85	107.8955	175.4485	52.3118	1.2297E-3	387.4522	1342.2994	7.9178E-3	52.3161	
demographic.popSize86	107.8441	183.417	52.6209	1.3E-3	377.1372	1486.7191	1.3E-3	52.6212	
demographic.popSize87	107.5136	174.2692	52.6516	1.0079E-3	384.9043	1484.9231	1.0079E-3	52.6516	
demographic.popSize88	107.8581	178.9447	52.5648	2.2022E-4	382.7817	1460.8656	2.2022E-4	52.5648	
demographic.popSize89	107.3069	168.8614	53.6015	7.8979E-5	384.884	1503.9084	6.842E-3	53.6044	
demographic.popSize90	109.0795	181.5968	52.2193	1.3747E-3	392.1229	1392.169	4.5404E-3	52.2198	
