burnIn   <= 0,   maxState  = 150000200
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14464.9328	152.542	-14456.2386	-14771.8607	-14186.4488	474.275	-14547.8045	-14339.6628	
prior	-7114.8061	152.0062	-7105.0949	-7418.719	-6836.4212	470.2431	-7195.8004	-6988.1259	
likelihood	-7350.1268	16.8311	-7350.2263	-7383.2949	-7317.1597	1812.4694	-7361.4581	-7338.9053	
treeModel.rootHeight	199.1722	64.9887	189.9959	91.9243	326.6914	585.4756	138.0685	216.3434	
age(root)	1823.8278	64.9887	1833.0038	1696.3086	1931.0757	585.4756	1806.6566	1884.9315	
treeLength	2562.5434	499.2863	2511.1251	1617.2446	3594.0388	434.2411	2128.0154	2738.3112	
tmrca(ingroup)	199.1722	64.9887	189.9959	91.9243	326.6914	585.4756	138.0685	216.3434	
age(ingroup)	1823.8278	64.9887	1833.0038	1696.3086	1931.0757	585.4756	1806.6566	1884.9315	
demographic.populationSizeChanges	2.6864	0.6872	3	2	4	1057.9757	2	3	
demographic.populationMean	137.9907	128.1144	99.3391	16.5601	375.9972	489.691	37.0919	108.6842	
demographic.popSize1	167.4287	221.7584	95.4814	0.6209	610.8422	495.0967	6.3799	99.4851	
demographic.popSize2	137.9174	225.7466	67.846	7.2845E-3	488.8979	1464.6803	0.0187	67.8536	
demographic.popSize3	137.2069	222.4815	68.2291	5.9501E-5	493.5878	1468.2035	3.2248E-3	68.2291	
demographic.popSize4	139.3098	237.396	67.2792	0.0108	503.5202	1398.5274	9.5833E-4	67.2792	
demographic.popSize5	138.4665	231.1845	68.2892	1.6518E-3	492.5008	1388.6314	0.0398	68.3239	
demographic.popSize6	138.2018	227.8786	68.5747	8.8243E-3	495.8655	1500.178	5.9062E-3	68.5792	
demographic.popSize7	134.9979	229.1455	64.6705	5.8574E-3	483.9299	1334.2986	5.8574E-3	64.6705	
demographic.popSize8	103.8068	180.7902	47.9018	3.7036E-3	388.9854	1312.7988	3.7036E-3	47.902	
demographic.popSize9	118.7963	206.0468	55.7055	2.9588E-3	436.7205	1287.514	2.9588E-3	55.7055	
demographic.popSize10	137.1833	227.2936	67.1124	1.3778E-3	492.273	1469.541	1.3778E-3	67.1124	
demographic.popSize11	133.7164	234.3524	62.7364	3.5571E-3	481.0116	1332.9794	0.0246	62.751	
demographic.popSize12	135.7208	219.9107	66.3168	6.5733E-5	486.852	1422.9888	5.4768E-3	66.3197	
demographic.popSize13	134.0394	228.2811	63.3883	2.1956E-3	492.329	1387.9442	7.8772E-3	63.3914	
demographic.popSize14	134.2566	230.5265	64.8692	7.8023E-4	488.4444	1389.1929	0.0117	64.8725	
demographic.popSize15	128.3182	219.0703	59.6563	9.795E-3	474.9275	1334.581	0.0474	59.6853	
demographic.popSize16	134.2739	226.0994	65.6553	2.072E-3	484.3151	1424.5751	7.3126E-4	65.6553	
demographic.popSize17	132.7393	243.5481	62.0028	1.4778E-3	483.0879	1353.0038	1.4778E-3	62.0028	
demographic.popSize18	138.1134	224.1541	67.7332	2.4393E-3	498.8524	1514.7786	2.4393E-3	67.7332	
demographic.popSize19	136.6968	223.9581	67.2219	6.914E-3	485.9761	1526.8878	6.914E-3	67.2219	
demographic.popSize20	133.5224	227.7258	63.8373	5.8729E-3	484.8282	1411.0865	8.6375E-3	63.8373	
demographic.popSize21	135.7081	227.7875	66.504	3.8238E-3	486.7159	1450.5107	3.8238E-3	66.504	
