burnIn   <= 0,   maxState  = 150000200
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14099.7493	158.9663	-14094.5234	-14412.967	-13799.6063	462.7207	-14193.66	-13974.965	
prior	-6996.3667	158.9435	-6991.9015	-7304.6702	-6692.3182	457.8357	-7093.795	-6874.8739	
likelihood	-7103.3826	17.6608	-7103.3419	-7138.0047	-7068.8968	1393.9992	-7114.9325	-7091.0884	
treeModel.rootHeight	167.5442	53.497	158.4793	77.9847	275.6137	564.2179	117.1962	177.7242	
age(root)	1853.4558	53.497	1862.5207	1745.3863	1943.0153	564.2179	1843.2758	1903.8038	
treeLength	2149.2215	435.2882	2089.723	1379.1845	2995.4276	422.0191	1751.0567	2275.5778	
tmrca(ingroup)	167.5442	53.497	158.4793	77.9847	275.6137	564.2179	117.1962	177.7242	
age(ingroup)	1853.4558	53.497	1862.5207	1745.3863	1943.0153	564.2179	1843.2758	1903.8038	
demographic.populationSizeChanges	2.7426	0.7764	3	2	4	930.2326	2	3	
demographic.populationMean	93.1477	89.9944	68.6864	11.4583	240.0469	503.7485	23.9031	74.2894	
demographic.popSize1	58.843	70.7493	40.5575	0.0361	194.0349	437.6959	0.0361	40.5575	
demographic.popSize2	93.2326	150.7527	46.9851	1.863E-3	329.6496	1449.3984	1.8954E-3	46.9851	
demographic.popSize3	91.5142	149.4132	46.4802	4.1541E-3	322.6151	1527.0955	0.0142	46.4862	
demographic.popSize4	91.964	158.0327	45.3908	3.7273E-3	327.7165	1451.55	0.0453	45.4138	
demographic.popSize5	94.0323	157.4318	45.9886	2.0349E-3	332.6427	1347.141	2.3268E-3	45.9886	
demographic.popSize6	93.3429	154.4914	46.9607	1.0883E-3	329.9265	1471.0367	4.5958E-3	46.9642	
demographic.popSize7	92.0103	159.544	45.509	4.5647E-4	326.0424	1512.868	9.9853E-3	45.5112	
demographic.popSize8	91.6534	151.4524	45.5496	4.4514E-4	322.0591	1559.8986	4.4514E-4	45.5496	
demographic.popSize9	94.1383	160.8742	46.6949	3.6689E-3	330.7586	1399.2588	3.6689E-3	46.6949	
demographic.popSize10	92.2382	158.6948	44.943	3.5893E-3	331.8382	1409.9502	2.0738E-3	44.943	
demographic.popSize11	92.9561	159.4799	45.6991	3.3239E-3	324.2803	1380.0114	8.1427E-3	45.7003	
demographic.popSize12	85.8961	152.1818	42.1068	5.9106E-3	312.2277	1382.2835	3.8238E-3	42.1068	
demographic.popSize13	91.5534	155.1453	45.6079	3.4255E-3	321.9679	1493.028	2.8981E-3	45.6079	
demographic.popSize14	91.3755	150.6749	45.6068	5.3975E-3	324.3207	1587.2397	6.5269E-3	45.6108	
demographic.popSize15	90.0875	158.0852	43.6911	4.0616E-3	324.5271	1486.4501	7.9641E-3	43.6916	
demographic.popSize16	91.3324	151.5998	45.3681	1.8106E-4	325.3873	1359.8211	7.8903E-3	45.374	
demographic.popSize17	93.6382	156.3085	46.9242	1.4246E-3	331.2996	1361.4325	1.4696E-3	46.9242	
demographic.popSize18	86.2868	151.7661	40.0508	2.7952E-3	314.6872	1298.2296	0.0173	40.0615	
demographic.popSize19	89.6949	144.3687	44.4654	4.9267E-3	318.333	1425.4165	5.6494E-3	44.4654	
demographic.popSize20	92.0577	155.6569	45.277	5.6076E-3	326.5796	1384.6263	4.3925E-3	45.277	
demographic.popSize21	91.7101	171.2992	42.3142	4.1998E-4	331.3151	1339.1626	4.8786E-4	42.3142	
demographic.popSize22	88.0258	143.7202	42.8015	1.9976E-3	324.2804	1430.776	1.9976E-3	42.8015	
demographic.popSize23	86.8242	158.2931	40.6088	1.2276E-3	314.19	1318.9939	3.1764E-3	40.6088	
demographic.popSize24	86.4711	135.7022	42.6414	1.0483E-4	316.5104	1595.1426	1.4205E-3	42.6414	
demographic.popSize25	89.157	158.9844	43.0586	3.5341E-3	322.9493	1405.4461	6.4092E-3	43.0586	
demographic.popSize26	93.0848	154.7977	46.2481	1.7087E-3	329.9701	1434.5483	1.7087E-3	46.2481	
demographic.popSize27	86.2303	154.0213	40.1331	2.2263E-4	316.3096	1427.0725	2.2263E-4	40.1331	
demographic.popSize28	91.6918	153.3083	44.8725	9.6492E-4	328.7378	1333.7268	9.6492E-4	44.8725	
demographic.popSize29	86.1816	149.141	40.3116	2.1599E-4	313.2731	1294.5243	2.1599E-4	40.3116	
demographic.popSize30	93.9288	162.7312	46.5377	1.2018E-3	333.7537	1394.5912	4.5115E-3	46.5377	
demographic.popSize31	93.9219	156.5676	46.4412	9.6221E-3	338.0271	1425.3301	0.0105	46.4426	
demographic.popSize32	92.9151	164.1907	45.8633	2.0485E-3	326.4819	1576.8262	2.0485E-3	45.8633	
demographic.popSize33	92.834	155.8544	46.386	1.3257E-3	330.9618	1438.3131	5.6442E-3	46.3892	
demographic.popSize34	93.2871	154.8146	46.6736	3.2625E-3	331.4993	1512.9835	3.2625E-3	46.6736	
demographic.popSize35	93.4003	160.4144	45.8729	5.0347E-4	327.5293	1461.487	2.8291E-3	45.8739	
demographic.popSize36	92.7361	157.4041	45.912	2.5883E-4	329.1417	1371.3105	7.8514E-4	45.912	
demographic.popSize37	93.0923	158.3733	46.4545	5.9803E-4	326.4234	1478.0434	0.0161	46.4597	
demographic.popSize38	93.3202	152.5201	46.5977	4.9275E-3	334.2172	1467.4591	6.3949E-3	46.5977	
demographic.popSize39	92.523	153.4577	45.2359	1.1923E-3	331.5062	1417.4641	6.3734E-3	45.2403	
demographic.popSize40	91.7884	155.1954	46.4262	2.7399E-3	319.706	1592.6338	0.016	46.4271	
demographic.popSize41	94.0052	170.6013	46.7328	4.6974E-5	325.8095	1439.6833	4.3859E-3	46.7345	
demographic.popSize42	93.0571	150.1451	46.3452	4.466E-3	330.3586	1474.5492	5.4005E-4	46.3452	
demographic.popSize43	92.0266	155.5593	45.6469	5.5147E-3	326.4513	1389.6187	0.0111	45.6519	
demographic.popSize44	93.5724	158.4288	46.1318	3.7445E-4	330.6866	1378.2855	3.7445E-4	46.1318	
demographic.popSize45	92.7231	165.8824	46.2219	6.5562E-3	328.2421	1283.9743	6.5562E-3	46.2219	
demographic.popSize46	92.7324	159.6196	46.373	7.0191E-4	324.8693	1540.459	7.0191E-4	46.373	
demographic.popSize47	92.3058	167.2212	45.4451	2.8042E-4	328.5205	1490.4609	2.8042E-4	45.4451	
demographic.popSize48	94.2938	174.4326	46.5013	2.2957E-3	335.0698	1548.068	2.1129E-3	46.5013	
demographic.popSize49	93.2054	153.9791	46.1869	1.953E-3	330.4938	1398.389	1.953E-3	46.1869	
demographic.popSize50	93.5516	167.0795	46.0858	9.2671E-4	329.4634	1526.7072	4.7668E-3	46.0858	
demographic.popSize51	93.4507	154.6929	46.7914	2.2429E-3	331.2431	1391.2789	1.8333E-3	46.7914	
demographic.popSize52	92.3415	154.1291	45.1941	5.7312E-3	332.9514	1492.4018	5.7312E-3	45.1941	
demographic.popSize53	91.9244	149.1309	45.4986	5.253E-3	325.9931	1498.5696	2.9114E-3	45.4986	
demographic.popSize54	91.6825	183.0542	44.4873	7.7934E-4	321.0662	1824.1878	7.7934E-4	44.4873	
demographic.popSize55	91.7146	158.7152	44.8468	1.5333E-4	325.2717	1489.3738	1.5333E-4	44.8468	
demographic.popSize56	93.8835	155.8976	46.1584	3.2178E-3	339.0428	1422.7187	3.2178E-3	46.1584	
demographic.popSize57	91.6157	150.1662	46.138	1.5069E-4	326.246	1429.8976	1.5069E-4	46.138	
demographic.popSize58	89.6126	150.3991	42.943	5.7424E-3	320.4764	1367.2662	0.0133	42.9475	
demographic.popSize59	91.3277	150.2897	45.4879	2.5858E-3	328.7274	1447.194	2.8869E-3	45.4879	
demographic.popSize60	91.0906	154.28	44.4864	7.6497E-3	327.9824	1554.7437	9.4607E-3	44.4864	
demographic.popSize61	91.6424	145.6896	45.304	7.1793E-4	331.5042	1501.4919	7.1793E-4	45.304	
demographic.popSize62	90.6846	149.5743	44.8361	1.744E-3	319.6449	1428.0326	8.4913E-3	44.8363	
demographic.popSize63	91.9201	150.4224	45.971	1.8959E-3	325.1212	1412.6776	1.8959E-3	45.971	
demographic.popSize64	92.6178	156.9326	46.2971	3.2548E-3	321.2105	1431.4583	6.4963E-3	46.2978	
demographic.popSize65	93.1782	150.0596	48.0376	0.0113	317.7885	1453.8613	0.0126	48.0376	
demographic.popSize66	94.7266	156.5308	46.9571	1.8212E-3	329.1348	1384.9962	0.0136	46.9621	
demographic.popSize67	94.114	177.5384	48.2176	1.6518E-4	328.1017	1551.116	1.6518E-4	48.2176	
demographic.popSize68	93.6934	162.7658	48.1387	1.5273E-3	326.6703	1527.6473	1.5603E-5	48.1387	
demographic.popSize69	92.8564	170.2843	47.3458	1.975E-3	318.0068	1531.4461	9.7669E-4	47.3458	
demographic.popSize70	95.0003	162.3532	48.9149	5.6118E-4	326.6424	1478.2719	1.1676E-3	48.9149	
demographic.popSize71	94.9159	151.9064	48.8104	6.8215E-3	328.7478	1348.9456	6.8215E-3	48.8104	
demographic.popSize72	94.1349	153.1535	48.3056	5.4549E-3	325.4802	1377.9002	2.9165E-3	48.3056	
demographic.popSize73	94.5472	156.828	48.6392	4.0296E-3	332.0246	1632.8503	4.0296E-3	48.6392	
demographic.popSize74	93.9008	154.8324	48.7634	7.3859E-5	327.4708	1384.8345	6.2542E-3	48.7671	
demographic.popSize75	94.3752	149.1434	48.1338	2.4167E-4	329.8237	1400.2773	2.4167E-4	48.1338	
demographic.popSize76	96.4024	155.0246	48.3283	5.7415E-4	345.2013	1338.6783	8.0537E-4	48.3283	
demographic.popSize77	95.8911	165.8493	49.1112	2.7296E-4	321.6251	1217.8806	0.0194	49.1258	
demographic.popSize78	94.8775	158.6828	49.217	1.7637E-3	324.9066	1396.8476	4.0661E-3	49.2171	
demographic.popSize79	94.8565	154.8595	49.2342	8.8804E-3	327.4289	1358.2781	9.5873E-4	49.2342	
demographic.popSize80	92.5554	148.4181	48.1322	0.0104	320.2545	1523.7106	9.2496E-3	48.1322	
demographic.popSize81	95.66	160.1402	48.6619	2.0343E-3	333.222	1325.679	2.0343E-3	48.6619	
demographic.popSize82	93.8837	154.1595	48.4558	7.2789E-3	322.8345	1503.3237	3.8533E-3	48.4558	
demographic.popSize83	93.6353	150.9495	48.6584	2.2861E-3	334.0538	1453.3611	2.3216E-4	48.6584	
demographic.popSize84	93.2959	167.6936	46.9661	1.5341E-4	318.5051	1468.0504	1.5341E-4	46.9661	
demographic.popSize85	92.3966	146.1521	47.3094	6.6852E-4	324.8632	1458.9502	6.6852E-4	47.3094	
demographic.popSize86	95.081	160.9952	47.8832	3.3478E-3	333.7471	1439.7827	0.0157	47.8968	
demographic.popSize87	93.7983	153.6043	47.3359	3.9559E-4	331.662	1474.6531	1.6144E-4	47.3359	
demographic.popSize88	92.4239	153.7057	46.6276	2.5693E-5	323.4698	1396.4612	3.0914E-3	46.6276	
demographic.popSize89	95.2327	167.8521	48.0109	2.4285E-3	329.7628	1466.7844	2.4285E-3	48.0109	
demographic.popSize90	95.1587	161.432	48.5372	2.1496E-4	329.7513	1398.0077	5.1275E-4	48.5372	
demographic.popSize91	94.5172	158.5061	48.0705	4.3845E-3	333.5835	1449.4152	0.0254	48.0801	
