burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-15767.2972	135.6067	-15762.3444	-16044.3594	-15509.3322	250.2569	-15839.7225	-15661.9883	
prior	-7603.642	134.8667	-7599.6078	-7872.4988	-7340.364	247.3606	-7683.6379	-7507.6692	
likelihood	-8163.6552	18.3864	-8163.5654	-8199.4633	-8127.4146	700.5487	-8175.4107	-8150.6388	
treeModel.rootHeight	100.592	29.3758	93.6587	59.84	160.53	275.3833	72.4835	100.1714	
age(root)	1920.408	29.3758	1927.3413	1860.47	1961.16	275.3833	1920.8286	1948.5165	
treeLength	3397.2209	485.5975	3343.1379	2466.653	4460.2396	221.7628	2997.713	3576.7354	
tmrca(ingroup)	100.592	29.3758	93.6587	59.84	160.53	275.3833	72.4835	100.1714	
age(ingroup)	1920.408	29.3758	1927.3413	1860.47	1961.16	275.3833	1920.8286	1948.5165	
demographic.populationSizeChanges	3.3198	0.57	3	3	4	663.3229	3	3	
demographic.populationMean	730.8276	587.3107	559.6032	96.1698	1853.9674	249.645	187.7775	607.2516	
demographic.popSize1	527.0427	436.6682	422.1166	32.7494	1333.5099	270.8536	61.7137	429.0703	
demographic.popSize2	739.1553	1128.0976	374.3274	4.7656E-4	2594.7344	786.5114	7.9347E-4	374.3274	
demographic.popSize3	715.4435	1028.9247	368.0834	0.0376	2546.2774	823.7565	0.1034	368.1496	
demographic.popSize4	718.871	1089.2616	373.6441	1.9188E-3	2543.895	838.0406	1.9188E-3	373.6441	
demographic.popSize5	703.7041	1051.9524	352.2956	0.0682	2568.043	756.8953	0.0682	352.2956	
demographic.popSize6	551.3266	972.5523	214.8429	4.1363E-3	2256.332	634.0003	4.1363E-3	214.8429	
demographic.popSize7	726.6534	1080.1881	367.3653	0.1868	2656.1377	867.4134	0.1868	367.3838	
demographic.popSize8	714.6061	1049.3313	373.089	7.1632E-3	2519.4788	851.8865	0.2382	373.2541	
demographic.popSize9	386.9064	780.7781	108.4735	0.1495	1661.252	601.1416	0.1069	108.483	
demographic.popSize10	701.2784	1065.7722	352.6939	9.5447E-3	2513.435	765.9032	9.5447E-3	352.6939	
demographic.popSize11	735.5205	1068.2062	373.1062	0.1097	2661.2302	803.749	0.1562	373.1207	
demographic.popSize12	730.5075	1061.3996	378.7148	0.1069	2590.447	831.1455	0.0683	378.7148	
demographic.popSize13	700.6011	1135.5254	337.3322	0.0516	2543.4153	724.2695	0.0516	337.3322	
demographic.popSize14	720.7897	1094.0107	361.7851	0.0353	2585.6999	808.3637	0.0156	361.7851	
demographic.popSize15	702.8187	1081.8163	353.6929	2.9884E-3	2535.0527	792.2177	2.9884E-3	353.6929	
demographic.popSize16	718.7059	1064.0057	369.272	3.5784E-4	2585.2237	870.5274	3.5784E-4	369.272	
demographic.popSize17	701.9706	1093.5326	345.3623	0.0552	2598.3753	795.2485	0.0552	345.3623	
demographic.popSize18	654.9314	1057.6569	294.4405	2.1486E-3	2495.5286	718.5254	2.1486E-3	294.4405	
demographic.popSize19	727.9938	1083.8798	383.6493	0.0345	2588.135	888.3411	0.0861	383.6546	
demographic.popSize20	732.7895	1065.4052	377.4678	8.8458E-3	2633.4896	774.7704	8.8458E-3	377.4678	
demographic.popSize21	744.6183	1141.8424	368.9876	0.03	2679.4421	798.2283	0.0277	368.9876	
demographic.popSize22	730.5358	1186.7272	362.9884	2.5868E-4	2616.6308	835.9203	2.5868E-4	362.9884	
