burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14648.691	152.2305	-14643.2789	-14947.5396	-14342.7029	233.9053	-14726.8693	-14527.4856	
prior	-7338.4623	155.7292	-7333.0488	-7638.3952	-7017.6992	229.0154	-7420.1227	-7215.6514	
likelihood	-7310.2287	20.305	-7309.9807	-7350.0569	-7270.757	487.7686	-7323.9403	-7296.3436	
treeModel.rootHeight	72.9378	19.5678	68.6194	43.2697	110.9956	263.4522	53.2057	73.6904	
age(root)	1948.0622	19.5678	1952.3806	1910.0044	1977.7303	263.4522	1947.3096	1967.7943	
treeLength	2046.4999	358.2578	1986.7198	1481.1638	2847.9455	205.5326	1668.335	2103.7629	
tmrca(ingroup)	72.9378	19.5678	68.6194	43.2697	110.9956	263.4522	53.2057	73.6904	
age(ingroup)	1948.0622	19.5678	1952.3806	1910.0044	1977.7303	263.4522	1947.3096	1967.7943	
demographic.populationSizeChanges	3.5059	0.6849	3	3	5	436.741	3	3	
demographic.populationMean	358.2684	299.4244	265.9878	31.5535	955.6549	256.8775	78.7851	295.3421	
demographic.popSize1	90.167	78.9758	64.4539	4.3824	250.0442	226.3085	14.7086	70.3879	
demographic.popSize2	355.1163	547.3935	175.1398	2.3072E-3	1262.4794	828.856	2.3072E-3	175.1398	
demographic.popSize3	354.6198	535.0161	174.358	0.0109	1294.6013	848.6422	0.0109	174.358	
demographic.popSize4	361.1063	558.5791	176.7944	0.0119	1313.1723	811.1165	0.0504	176.823	
demographic.popSize5	358.6283	535.6259	179.3251	7.6407E-4	1308.2075	802.8795	7.6407E-4	179.3251	
demographic.popSize6	354.3399	571.5078	171.4157	6.6887E-4	1305.4643	823.1287	6.6887E-4	171.4157	
demographic.popSize7	359.7916	567.9009	170.6611	0.0377	1338.2461	846.4202	0.1447	170.7582	
demographic.popSize8	358.0747	546.6462	174.6481	0.0142	1300.8892	772.4304	0.0142	174.6481	
demographic.popSize9	358.0735	578.7666	171.0841	0.0161	1307.7813	816.4247	0.0328	171.0841	
demographic.popSize10	347.1112	520.6335	173.0439	8.2122E-3	1265.1294	883.5869	8.2122E-3	173.0439	
demographic.popSize11	356.9842	543.3292	175.5499	3.9117E-3	1295.6603	829.0464	0.0622	175.6061	
demographic.popSize12	350.279	565.5968	168.3941	6.9397E-4	1299.8641	788.5577	0.0274	168.4173	
demographic.popSize13	337.3122	516.5691	166.5413	0.0146	1266.3022	826.073	0.0864	166.553	
demographic.popSize14	347.104	525.7507	168.971	0.0204	1261.443	776.5523	0.0928	168.9753	
demographic.popSize15	353.506	536.7484	172.4469	0.0173	1299.8506	763.9162	0.0101	172.4469	
demographic.popSize16	348.5083	544.6215	163.6781	0.027	1301.8532	757.7032	0.025	163.6781	
demographic.popSize17	340.8147	539.7415	160.6032	0.1128	1256.0453	814.0894	0.1047	160.6032	
demographic.popSize18	305.0481	501.4538	136.3484	0.047	1157.113	764.476	0.0343	136.3484	
demographic.popSize19	348.9838	542.2027	171.2609	0.0196	1269.9154	789.4264	0.1166	171.3638	
