burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14934.3417	124.0159	-14927.7998	-15187.1183	-14694.2612	260.5796	-15002.0199	-14848.4085	
prior	-7504.2859	123.1764	-7497.2207	-7762.4871	-7267.571	257.5813	-7564.4339	-7413.7571	
likelihood	-7430.0558	16.7859	-7429.7135	-7463.4317	-7397.3706	768.9688	-7440.3015	-7417.9393	
treeModel.rootHeight	64.0148	11.7849	62.3519	44.1549	87.2236	324.2749	53.5604	67.6922	
age(root)	1958.9852	11.7849	1960.6481	1935.7764	1978.8451	324.2749	1955.3078	1969.4396	
treeLength	2539.8246	242.0431	2539.9926	2065.8308	3015.0904	224.027	2377.8036	2683.3665	
tmrca(ingroup)	64.0148	11.7849	62.3519	44.1549	87.2236	324.2749	53.5604	67.6922	
age(ingroup)	1958.9852	11.7849	1960.6481	1935.7764	1978.8451	324.2749	1955.3078	1969.4396	
demographic.populationSizeChanges	3.2487	0.5061	3	3	4	701.497	3	3	
demographic.populationMean	759.2764	687.9654	586.1647	92.0482	1862.4828	256.1552	223.044	664.7715	
demographic.popSize1	410.3479	384.1422	338.4185	8.2869	859.8361	249.4896	239.7406	459.9007	
demographic.popSize2	751.5771	1222.8617	383.9102	1.2416E-3	2613.2351	771.0566	1.2416E-3	383.9102	
demographic.popSize3	730.4243	1158.1154	384.5257	0.0323	2530.2089	854.3228	0.0689	384.5288	
demographic.popSize4	747.0336	1256.8692	381.4828	0.0457	2613.8004	703.4147	0.0975	381.4828	
demographic.popSize5	744.6297	1095.3849	392.9887	0.0596	2612.1836	851.972	0.0404	392.9887	
demographic.popSize6	754.5341	1250.473	391.0005	0.0878	2572.7109	723.6224	0.23	391.083	
demographic.popSize7	749.5609	1267.7165	386.7325	0.0201	2582.6646	784.0255	0.0201	386.7325	
demographic.popSize8	745.1411	1229.6118	372.8897	0.0732	2582.2764	696.7132	2.7707E-3	372.8897	
demographic.popSize9	764.2218	1289.6595	382.1979	0.0625	2648.2607	645.1538	0.0625	382.1979	
demographic.popSize10	766.0515	1233.4774	389.8213	0.0111	2692.0591	742.4662	0.0832	389.8715	
demographic.popSize11	760.5061	1309.34	378.4268	0.0284	2642.2213	732.4315	0.0284	378.4268	
demographic.popSize12	606.7654	1282.8458	223.0845	0.1689	2444.9968	689.0132	0.1689	223.0845	
demographic.popSize13	759.7698	1173.0942	386.7197	0.032	2640.6862	720.1006	0.0964	386.7197	
demographic.popSize14	750.1813	1213.9291	386.9706	1.3027E-3	2584.3413	821.0321	0.0889	387.0531	
demographic.popSize15	756.7364	1249.6313	390.79	0.045	2630.8966	844.56	0.045	390.79	
demographic.popSize16	631.7402	1086.0718	290.2791	2.0576E-3	2363.5334	647.7959	0.3552	290.5146	
demographic.popSize17	353.4896	863.11	14.9719	3.4477E-3	1670.0685	551.9296	0.1429	14.9904	
demographic.popSize18	770.6708	1338.9472	386.6114	3.2451E-3	2626.4771	770.5082	3.2451E-3	386.6114	
demographic.popSize19	768.065	1277.522	391.9765	0.1264	2621.0981	806.8906	0.1706	392.0254	
demographic.popSize20	769.3696	1216.979	393.1875	0.0421	2700.7595	692.6106	0.3153	393.3068	
demographic.popSize21	759.9869	1126.8935	400.6383	0.0432	2658.3623	798.838	0.221	400.7919	
demographic.popSize22	761.4192	1219.7038	399.5438	0.033	2647.9143	784.7361	0.0104	399.5438	
demographic.popSize23	773.7641	1529.4667	390.9217	0.0904	2686.9121	966.5629	0.0904	390.9217	
demographic.popSize24	751.6556	1121.4462	394.3553	0.0476	2561.6692	861.8618	0.0419	394.3553	
