burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14749.8596	136.0162	-14750.7044	-14998.6824	-14482.3312	246.7687	-14847.2206	-14668.0241	
prior	-7209.6625	136.5788	-7211.4165	-7457.2021	-6938.7044	243.1004	-7312.4745	-7133.2476	
likelihood	-7540.197	17.5958	-7540.1322	-7575.0066	-7505.711	980.7866	-7551.5232	-7527.9894	
treeModel.rootHeight	72.2261	16.9507	68.9825	46.7194	106.3319	299.3646	54.7573	73.352	
age(root)	1950.7739	16.9507	1954.0175	1916.6681	1976.2806	299.3646	1949.648	1968.2427	
treeLength	1790.1014	271.0785	1770.7961	1317.0998	2285.3483	207.3726	1488.6943	1880.6521	
tmrca(ingroup)	72.2261	16.9507	68.9825	46.7194	106.3319	299.3646	54.7573	73.352	
age(ingroup)	1950.7739	16.9507	1954.0175	1916.6681	1976.2806	299.3646	1949.648	1968.2427	
demographic.populationSizeChanges	3.4748	0.6714	3	3	5	808.7852	3	3	
demographic.populationMean	152.86	149.9313	121.5159	24.8722	329.0025	243.1595	55.2897	139.1824	
demographic.popSize1	114.1319	127.9898	74.3062	0.3564	402.0357	253.3951	7.8851	79.058	
demographic.popSize2	153.4993	256.7659	82.7176	6.9473E-3	516.7449	667.4385	0.0201	82.7292	
demographic.popSize3	152.112	256.4133	80.616	0.0172	514.1982	575.9224	0.0172	80.616	
demographic.popSize4	150.5242	256.9428	79.5501	1.1753E-3	504.0779	616.1399	0.0116	79.5501	
demographic.popSize5	152.8868	249.6199	80.761	2.8165E-3	511.6038	639.1393	0.0896	80.8406	
demographic.popSize6	151.3021	270.7452	79.9948	4.2414E-3	503.8363	700.1452	0.0203	79.9948	
demographic.popSize7	150.6386	288.5763	80.0084	2.6647E-3	511.6461	943.6727	2.6647E-3	80.0084	
demographic.popSize8	147.6054	249.7347	77.8809	3.8653E-3	496.1631	615.8064	0.0693	77.918	
demographic.popSize9	154.9537	283.0781	80.6292	0.0107	520.3014	735.5862	0.0242	80.6425	
demographic.popSize10	150.2079	272.2424	77.9586	0.0178	492.0574	575.6837	0.1538	78.0788	
demographic.popSize11	130.3498	189.4079	69.1146	0.0149	467.4974	874.9226	0.0475	69.13	
demographic.popSize12	150.2567	253.6859	79.1791	5.8984E-3	505.4365	637.594	2.833E-3	79.1791	
demographic.popSize13	151.1062	272.9815	77.998	0.0146	524.165	807.0225	0.0806	78.0321	
demographic.popSize14	142.4786	266.3838	72.7282	0.0189	497.2399	767.3784	0.0694	72.7658	
demographic.popSize15	149.3167	243.114	81.9892	2.6064E-3	498.7586	689.9187	0.0445	82.0025	
demographic.popSize16	148.5233	252.7289	77.9527	5.0641E-4	505.2758	759.9247	0.047	77.9614	
demographic.popSize17	153.8322	253.3548	79.7736	1.1771E-3	541.7844	655.6622	1.1771E-3	79.7736	
demographic.popSize18	151.9596	254.7572	79.8206	0.0147	513.4211	666.4297	0.0962	79.8564	
demographic.popSize19	150.5127	249.714	81.5116	0.0256	506.1661	660.1887	0.0521	81.5286	
demographic.popSize20	147.121	257.9177	74.4182	0.0397	500.3033	650.3404	2.0662E-3	74.4182	
demographic.popSize21	152.8785	292.5833	79.1598	3.0093E-3	505.9035	573.615	3.0093E-3	79.1598	
demographic.popSize22	146.7716	255.9016	73.0661	1.1156E-3	519.1983	575.8894	1.1156E-3	73.0661	
demographic.popSize23	145.1104	236.944	75.3333	1.1393E-3	488.9776	595.039	1.1393E-3	75.3333	
demographic.popSize24	149.8796	268.4851	75.7978	1.31E-4	507.5081	620.6306	0.0422	75.8119	
demographic.popSize25	139.4181	252.5374	70.2994	4.7164E-3	481.5146	646.0922	0.0224	70.2994	
demographic.popSize26	139.0543	270.1208	66.7561	0.0158	478.403	545.5407	0.0101	66.7561	
demographic.popSize27	144.582	240.3787	72.9445	2.4724E-3	498.5492	791.8113	3.4192E-3	72.9445	
demographic.popSize28	140.2238	248.0417	69.3173	5.2219E-3	483.363	680.5377	1.3443E-3	69.3173	
demographic.popSize29	148.3061	253.2846	79.0685	3.1824E-3	499.2956	698.9143	0.0804	79.1264	
demographic.popSize30	146.8885	240.6721	75.6496	8.5963E-3	502.4683	662.6317	4.1037E-3	75.6496	
demographic.popSize31	153.6155	293.8721	80.8426	2.3535E-3	501.6248	719.4073	0.0377	80.846	
demographic.popSize32	149.3675	242.2289	80.2721	6.5443E-3	500.3871	817.0434	6.5443E-3	80.2721	
demographic.popSize33	152.9166	262.3582	80.6338	0.0196	523.5041	632.0443	0.0456	80.6476	
demographic.popSize34	154.703	267.9965	82.2971	0.019	516.4841	659.2291	0.0169	82.2971	
demographic.popSize35	152.7642	254.0232	80.8142	0.0169	508.8785	662.1887	0.0169	80.8188	
demographic.popSize36	153.7363	239.3517	82.4956	4.0935E-3	523.5018	708.9159	4.0935E-3	82.4956	
demographic.popSize37	158.0296	254.0092	85.8416	5.8372E-3	519.7555	706.4522	0.0509	85.8518	
demographic.popSize38	163.1861	265.5615	85.7183	4.396E-3	548.0238	586.0245	0.0449	85.7516	
demographic.popSize39	155.9486	256.6996	84.5446	9.6087E-3	518.2637	702.0816	9.6087E-3	84.5446	
demographic.popSize40	151.6232	237.9807	80.4722	0.0115	510.3927	749.8207	0.0107	80.4722	
demographic.popSize41	157.2766	282.0351	82.4543	2.2735E-3	508.2003	692.5345	2.2735E-3	82.4543	
demographic.popSize42	156.5734	242.2937	85.6158	0.0294	532.8826	666.4372	0.0264	85.6158	
demographic.popSize43	153.9882	252.5621	81.6738	7.7356E-4	520.694	734.6655	0.0121	81.6783	
demographic.popSize44	155.4535	250.8345	84.3299	7.4457E-3	524.3176	650.4936	7.4457E-3	84.3299	
demographic.popSize45	151.3724	229.9201	81.9199	5.0259E-3	509.6296	731.9329	5.0259E-3	81.9199	
demographic.popSize46	154.1871	257.4733	82.268	3.1348E-3	513.5971	855.822	3.1348E-3	82.268	
demographic.popSize47	157.5041	249.8034	85.1586	1.4008E-3	515.7491	679.92	0.0676	85.1779	
demographic.popSize48	154.4395	257.3705	84.378	4.6244E-3	508.2969	654.1329	0.0424	84.4084	
demographic.popSize49	155.4369	276.3482	84.017	8.405E-4	512.5673	806.3553	0.2284	84.2209	
demographic.popSize50	154.1541	245.5201	84.4396	6.2047E-3	503.6577	765.774	6.128E-3	84.4396	
demographic.popSize51	154.599	293.2648	82.8318	0.0355	507.3578	581.8742	0.0647	82.8528	
demographic.popSize52	155.518	249.4883	83.4552	3.0076E-3	514.7777	717.6293	1.7787E-3	83.4552	
demographic.popSize53	155.4221	243.9627	83.2802	3.4357E-3	518.6448	740.8719	0.0357	83.2803	
demographic.popSize54	156.6957	251.5628	82.842	0.0349	537.0313	650.6002	0.0174	82.842	
demographic.popSize55	156.4041	286.4327	83.0322	9.9411E-4	509.5141	728.7939	0.0224	83.0434	
demographic.popSize56	163.4976	255.3319	87.4785	0.0139	533.3301	579.9479	2.7E-4	87.4785	
demographic.popSize57	152.6648	253.0542	83.0006	7.3832E-3	502.5823	654.9744	7.3832E-3	83.0006	
demographic.popSize58	155.4049	257.4056	82.524	0.0101	510.3703	661.2229	0.0101	82.524	
demographic.popSize59	155.8461	232.817	84.6853	0.0378	517.6383	768.3784	0.0154	84.6853	
demographic.popSize60	150.0354	249.7239	81.8453	1.2239E-3	493.3809	915.99	0.0447	81.8804	
demographic.popSize61	151.7492	242.7515	80.4119	0.0966	511.1854	679.8702	6.4168E-3	80.4119	
demographic.popSize62	165.9351	267.0748	87.2396	4.0325E-4	527.689	709.2536	4.0325E-4	87.2396	
demographic.popSize63	158.5985	268.4432	86.3588	2.1888E-3	500.6349	699.592	2.1888E-3	86.3588	
demographic.popSize64	152.2819	212.3078	84.7535	8.8066E-3	519.3864	817.6292	0.07	84.7649	
demographic.popSize65	152.6267	262.3781	82.109	4.8016E-3	498.6746	592.7313	4.217E-3	82.109	
demographic.popSize66	159.2375	248.6322	84.9743	4.3453E-3	531.2947	656.4909	4.3453E-3	84.9743	
demographic.popSize67	154.8065	259.4434	82.2856	0.012	510.8839	710.3204	0.0422	82.2984	
demographic.popSize68	157.1404	257.7936	83.5938	4.33E-3	519.1432	780.6216	8.2747E-3	83.5938	
demographic.popSize69	157.102	273.4066	83.5805	0.0132	509.6028	665.4862	0.0237	83.5805	
demographic.popSize70	159.6036	296.5312	84.7327	5.5628E-4	522.5792	612.3537	4.5405E-4	84.7327	
demographic.popSize71	154.1738	270.819	81.1519	0.0194	499.6175	581.4323	0.0204	81.1525	
demographic.popSize72	158.3643	258.0186	85.1819	5.5805E-3	533.7532	671.6254	5.5805E-3	85.1819	
demographic.popSize73	155.9416	273.7324	82.6849	8.0198E-4	520.0613	639.8693	8.4342E-3	82.6849	
demographic.popSize74	154.0304	257.7193	80.5617	0.0238	494.0202	619.8103	0.0238	80.5617	
demographic.popSize75	157.4244	287.5646	81.885	3.7311E-3	536.5019	676.4839	0.0259	81.901	
demographic.popSize76	154.8447	270.2321	82.9895	2.785E-3	513.6944	725.3173	0.0324	82.9895	
demographic.popSize77	155.3109	309.7632	81.2827	0.0215	496.9103	650.1588	0.0215	81.2836	
demographic.popSize78	154.6011	269.4165	82.8768	0.0401	509.0028	672.2288	5.6126E-3	82.8768	
demographic.popSize79	153.5186	250.2389	82.5385	0.2631	520.8397	852.7519	6.3233E-3	82.54	
demographic.popSize80	161.966	331.2659	82.8663	0.017	555.883	569.0989	5.1399E-3	82.8663	
demographic.popSize81	153.9969	239.4362	83.3302	3.643E-3	514.1507	693.8398	3.643E-3	83.3302	
demographic.popSize82	154.187	253.4316	81.897	6.9832E-3	511.064	693.4033	0.0568	81.9092	
demographic.popSize83	154.2773	283.9515	79.4514	0.0105	516.9412	737.6247	3.2896E-3	79.4514	
demographic.popSize84	157.7467	265.4783	82.0721	5.2529E-3	523.9796	690.5497	0.1034	82.1349	
demographic.popSize85	155.167	252.7278	82.6408	9.3857E-3	514.6619	742.2332	7.5049E-3	82.6408	
demographic.popSize86	153.9232	262.774	82.8527	2.7283E-3	505.9465	703.2313	1.6894E-3	82.8527	
demographic.popSize87	156.7985	269.7989	83.6615	1.7534E-4	512.3216	622.6382	0.1027	83.6889	
demographic.popSize88	149.4303	241.3754	80.1061	0.0223	504.5047	705.1995	0.0382	80.1061	
demographic.popSize89	153.369	267.3656	81.5135	6.1941E-3	510.8004	679.0399	6.1941E-3	81.5135	
demographic.popSize90	153.7823	281.3839	82.6303	0.01	507.203	762.4352	0.01	82.6303	
