burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-16574.5938	135.228	-16568.7734	-16838.9817	-16317.8971	246.4637	-16648.8551	-16470.7711	
prior	-7275.6358	135.5372	-7269.7104	-7542.4665	-7018.7656	243.8071	-7345.1058	-7166.7832	
likelihood	-9298.958	18.3899	-9298.9764	-9334.8896	-9262.8147	773.5943	-9311.3016	-9286.5373	
treeModel.rootHeight	67.2904	14.7382	64.5137	41.1438	96.0356	299.9329	53.9455	69.2786	
age(root)	1955.7096	14.7382	1958.4863	1926.9644	1981.8562	299.9329	1953.7214	1969.0545	
treeLength	1899.8314	266.4257	1882.6303	1436.311	2405.0799	204.3343	1663.0088	2021.9684	
tmrca(ingroup)	67.2904	14.7382	64.5137	41.1438	96.0356	299.9329	53.9455	69.2786	
age(ingroup)	1955.7096	14.7382	1958.4863	1926.9644	1981.8562	299.9329	1953.7214	1969.0545	
demographic.populationSizeChanges	3.3824	0.6168	3	3	5	741.7944	3	3	
demographic.populationMean	223.2585	218.6546	169.8865	24.9557	556.8741	239.4483	59.2697	184.1037	
demographic.popSize1	183.6429	255.8495	72.2502	0.0462	733.127	244.0892	0.0462	72.2502	
demographic.popSize2	220.6909	362.0988	110.061	0.0207	766.0255	677.8554	6.7451E-3	110.061	
demographic.popSize3	214.0949	394.9436	105.1508	0.0285	741.3359	673.6202	0.0285	105.1562	
demographic.popSize4	221.4427	387.9568	111.2631	8.4131E-3	775.6085	733.3959	0.1374	111.349	
demographic.popSize5	220.5534	373.9734	110.7179	0.0296	760.306	727.3105	0.0296	110.7198	
demographic.popSize6	209.8109	362.0337	103.7991	0.0156	749.0366	658.6037	3.8144E-3	103.7991	
demographic.popSize7	222.3611	361.6733	110.856	0.0264	810.1185	711.7288	0.0596	110.8712	
demographic.popSize8	202.4002	381.4081	92.7568	2.574E-3	750.3868	604.7178	0.0281	92.7568	
demographic.popSize9	179.641	314.3796	81.8522	1.8672E-3	664.7134	709.7552	6.3863E-4	81.8522	
demographic.popSize10	222.5392	393.209	110.6077	4.3277E-3	774.8237	705.4784	0.0222	110.6077	
demographic.popSize11	215.344	385.1974	107.0921	2.8278E-3	737.1898	722.3067	2.8278E-3	107.0921	
demographic.popSize12	192.5972	336.1244	90.092	9.6114E-4	702.1349	600.4763	0.0867	90.1275	
demographic.popSize13	213.9826	409.1332	100.0857	0.0142	761.1038	578.088	0.0142	100.0857	
demographic.popSize14	212.965	376.7181	102.2985	0.0103	766.2612	619.1271	0.0103	102.2985	
demographic.popSize15	209.5711	394.76	95.5984	0.0216	772.9434	649.989	0.0443	95.5984	
demographic.popSize16	219.9928	381.0452	107.7528	0.035	771.7972	654.7312	0.0523	107.7528	
demographic.popSize17	221.4649	387.2441	108.979	9.8E-3	771.0874	614.7442	0.0298	108.9868	
demographic.popSize18	205.5146	345.6106	99.9746	6.107E-3	738.3186	625.9038	5.606E-3	99.9746	
demographic.popSize19	222.2415	437.4372	107.7206	0.0226	778.4709	691.3709	0.0666	107.7782	
demographic.popSize20	210.7023	369.2971	99.7888	2.1405E-3	769.0161	611.8023	0.0483	99.8012	
demographic.popSize21	218.3998	362.0195	109.9786	3.6201E-3	763.3698	668.1041	3.6201E-3	109.9786	
demographic.popSize22	212.645	403.3904	100.6561	0.0273	740.5845	658.5908	0.0273	100.6647	
