burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14421.6408	160.7607	-14419.6656	-14729.3218	-14108.4246	230.1383	-14528.9323	-14311.1806	
prior	-7097.5927	165.8336	-7094.4419	-7421.5021	-6778.3888	225.2723	-7201.3244	-6976.4018	
likelihood	-7324.0481	20.9051	-7324.2687	-7364.7936	-7283.0676	489.5597	-7338.647	-7310.3436	
treeModel.rootHeight	71.7077	17.0489	69.3414	42.4386	104.1979	272.5753	57.5946	77.0313	
age(root)	1950.2923	17.0489	1952.6586	1917.8021	1979.5614	272.5753	1944.9687	1964.4054	
treeLength	1613.3536	283.4464	1613.9118	1081.8639	2098.8773	203.2533	1472.428	1905.82	
tmrca(ingroup)	71.7077	17.0489	69.3414	42.4386	104.1979	272.5753	57.5946	77.0313	
age(ingroup)	1950.2923	17.0489	1952.6586	1917.8021	1979.5614	272.5753	1944.9687	1964.4054	
demographic.populationSizeChanges	2.9051	0.7646	3	2	4	492.8773	3	3	
demographic.populationMean	99.8151	88.8365	74.5435	13.6738	251.8974	251.5131	23.5893	79.6022	
demographic.popSize1	58.9277	87.1967	24.5539	0.0861	227.3002	323.9495	0.0861	24.5539	
demographic.popSize2	102.027	170.2505	50.4204	2.1127E-4	365.0782	735.6	2.1127E-4	50.4204	
demographic.popSize3	98.7379	164.8248	48.338	1.7336E-3	357.3216	824.9641	4.7295E-4	48.338	
demographic.popSize4	95.2377	159.4669	46.4288	0.017	339.5544	759.1687	5.2452E-3	46.4288	
demographic.popSize5	98.2035	157.858	47.6145	6.3287E-3	353.501	715.6802	6.3287E-3	47.6145	
demographic.popSize6	99.5255	161.4473	48.9241	3.4281E-3	366.9303	760.9815	0.0292	48.9334	
demographic.popSize7	94.3032	151.7751	45.9652	1.6194E-4	343.5418	780.8345	0.0148	45.9658	
demographic.popSize8	98.1015	156.8892	48.6966	5.915E-3	351.5964	757.5965	0.039	48.6966	
demographic.popSize9	95.3379	150.0578	47.8384	0.0108	337.0564	765.8766	0.0431	47.8691	
demographic.popSize10	94.5888	148.291	47.2724	4.5614E-3	336.7911	836.3847	4.8003E-3	47.2724	
demographic.popSize11	98.6472	161.0365	47.9238	0.0416	360.9303	831.9394	0.0416	47.9428	
demographic.popSize12	93.3342	156.152	43.683	7.6751E-4	342.7198	781.5211	0.0464	43.7115	
demographic.popSize13	94.6977	164.5561	44.8849	0.0278	343.1011	798.1783	0.026	44.8849	
demographic.popSize14	95.6424	152.2402	48.0422	0.0108	344.8032	787.0808	0.0251	48.0422	
demographic.popSize15	97.9196	158.3043	48.3817	7.5795E-3	352.7643	755.3056	7.5795E-3	48.3817	
demographic.popSize16	100.3098	163.8511	50.8759	8.1892E-3	351.7162	840.5088	8.1892E-3	50.8813	
demographic.popSize17	94.9654	150.1329	47.7979	1.7891E-4	335.028	787.7585	6.5471E-4	47.7982	
demographic.popSize18	99.2485	154.1642	50.0027	0.0217	350.1725	751.0556	0.0461	50.0109	
demographic.popSize19	99.3408	156.9997	50.3431	9.7795E-4	346.2068	759.7642	7.9224E-3	50.3456	
demographic.popSize20	98.26	155.0641	48.4837	2.296E-3	351.2269	743.6885	6.8986E-3	48.4848	
demographic.popSize21	95.5294	146.6269	48.6234	3.9368E-3	339.5292	838.0135	3.9368E-3	48.6234	
demographic.popSize22	95.8111	147.6753	48.9309	3.2398E-3	332.9788	786.9781	8.2452E-3	48.9327	
demographic.popSize23	98.2228	157.5389	49.474	5.5692E-3	340.0463	771.5773	0.0433	49.4951	
demographic.popSize24	96.7841	176.3209	48.5008	7.8297E-4	335.9446	713.8713	0.0565	48.5482	
demographic.popSize25	99.3502	154.899	50.5677	5.9284E-3	347.643	845.8436	5.9284E-3	50.5677	
demographic.popSize26	98.9177	157.8751	51.8526	2.5699E-3	339.4254	736.6767	2.5699E-3	51.8526	
demographic.popSize27	101.134	158.7907	50.7328	5.562E-3	357.6507	758.59	0.0342	50.7464	
demographic.popSize28	99.6372	149.5657	52.2648	5.8427E-4	356.3668	828.7604	2.8901E-3	52.2648	
demographic.popSize29	99.3075	147.8817	50.938	0.1047	357.6113	713.0775	0.0931	50.9904	
demographic.popSize30	102.125	179.3845	51.5825	0.0196	352.8786	718.695	0.0196	51.5825	
demographic.popSize31	99.1932	150.6433	50.1989	2.4845E-3	347.5665	768.7866	4.7383E-5	50.1989	
demographic.popSize32	100.9822	158.2646	51.722	8.6543E-4	341.7788	726.2016	8.6543E-4	51.722	
demographic.popSize33	100.634	168.5278	51.0668	7.9313E-3	348.3114	793.7221	8.2669E-3	51.0668	
demographic.popSize34	100.0521	167.5323	50.4342	4.9855E-3	353.694	758.2228	1.5344E-3	50.4342	
demographic.popSize35	101.6014	168.3502	50.9322	4.9807E-3	357.2446	786.6611	4.9807E-3	50.9322	
demographic.popSize36	100.0531	155.152	51.1634	0.0116	356.7615	711.3326	0.0365	51.1796	
demographic.popSize37	100.2206	163.321	49.6255	6.2694E-3	352.6636	792.6493	7.0025E-3	49.6259	
demographic.popSize38	102.0214	159.7535	51.7511	9.4925E-4	357.6439	740.6399	9.4925E-4	51.7511	
demographic.popSize39	99.3248	156.3917	49.3973	1.4201E-3	358.052	762.418	1.4201E-3	49.3973	
demographic.popSize40	104.0699	168.6957	51.7107	0.0525	363.7568	698.4799	6.2165E-3	51.7107	
demographic.popSize41	98.972	155.8737	51.0447	1.5636E-3	347.5854	753.0591	0.0549	51.0643	
demographic.popSize42	99.6284	157.0395	49.9721	5.7377E-3	355.8817	762.545	0.0115	49.9721	
demographic.popSize43	101.7032	161.4079	51.6612	4.8748E-3	356.2254	741.2892	0.0146	51.6656	
demographic.popSize44	99.3789	156.611	50.5804	0.0288	355.1945	754.6642	6.3251E-3	50.5804	
demographic.popSize45	102.3165	166.4538	50.3876	8.4081E-3	360.9385	751.0709	8.0839E-3	50.3876	
demographic.popSize46	99.933	158.7725	50.1455	3.4175E-3	354.5455	759.3033	0.0168	50.1517	
demographic.popSize47	100.3831	163.9403	49.8739	2.4703E-3	348.2088	776.3718	2.4703E-3	49.8739	
demographic.popSize48	101.2684	156.056	51.2025	2.2626E-4	356.7892	822.9688	0.1128	51.3022	
demographic.popSize49	100.4451	161.4124	52.1864	5.7207E-3	344.184	816.2637	0.0255	52.1966	
demographic.popSize50	100.5993	159.4372	51.3865	5.3419E-3	348.3093	772.1765	0.0663	51.4226	
demographic.popSize51	100.8763	163.4892	51.3127	5.2975E-4	358.7562	795.6068	5.2975E-4	51.3127	
demographic.popSize52	100.0809	160.4704	50.6692	8.7049E-3	350.4664	780.4596	0.0779	50.7291	
demographic.popSize53	101.6694	162.3655	50.4446	2.4799E-4	359.2742	717.1869	2.4799E-4	50.4446	
demographic.popSize54	102.6137	165.6697	51.237	2.215E-3	372.2133	756.1376	0.0135	51.2471	
demographic.popSize55	98.2376	159.4042	49.511	4.1453E-3	345.826	762.5867	4.1453E-3	49.511	
demographic.popSize56	102.3436	167.0482	51.0395	2.4694E-3	359.919	794.8575	0.0261	51.0421	
demographic.popSize57	101.4831	158.5605	51.3864	2.8234E-4	362.4488	782.6868	2.8234E-4	51.3864	
demographic.popSize58	100.2039	162.0005	50.3074	1.5359E-3	356.9828	732.2757	1.5359E-3	50.3074	
demographic.popSize59	100.15	168.4978	50.6759	2.8419E-4	353.057	778.6155	8.8986E-4	50.6759	
demographic.popSize60	100.1344	163.494	50.2055	1.1242E-3	348.1979	767.5176	1.4898E-3	50.2055	
demographic.popSize61	99.924	161.1959	50.161	1.5226E-3	346.2601	738.2757	0.0316	50.1785	
demographic.popSize62	99.5036	161.2994	49.85	2.0009E-3	351.4368	784.4312	2.0009E-3	49.85	
demographic.popSize63	99.0858	158.1445	50.4608	0.0154	353.1619	820.6145	0.021	50.4608	
demographic.popSize64	100.3761	159.079	52.0837	6.198E-3	350.1469	847.1558	6.198E-3	52.0858	
