burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-15710.7008	177.1129	-15723.6824	-16018.0127	-15343.1712	218.2247	-15862.2237	-15623.1183	
prior	-7428.0159	177.8973	-7442.2496	-7747.1486	-7071.8495	216.6559	-7585.3461	-7346.1171	
likelihood	-8282.6849	19.0635	-8282.6032	-8320.3943	-8245.3406	755.5929	-8294.8913	-8269.4833	
treeModel.rootHeight	99.2942	32.5094	94.1405	49.3094	160.7223	235.3791	65.1371	102.9531	
age(root)	1923.7058	32.5094	1928.8595	1862.2777	1973.6906	235.3791	1920.0469	1957.8629	
treeLength	2577.9587	555.449	2542.0061	1626.6847	3651.4457	198.5214	2094.1472	2882.9674	
tmrca(ingroup)	99.2942	32.5094	94.1405	49.3094	160.7223	235.3791	65.1371	102.9531	
age(ingroup)	1923.7058	32.5094	1928.8595	1862.2777	1973.6906	235.3791	1920.0469	1957.8629	
demographic.populationSizeChanges	3.4051	0.644	3	3	5	660.21	3	3	
demographic.populationMean	362.1866	387.6611	274.4925	24.9794	884.2967	233.8305	65.559	294.2678	
demographic.popSize1	253.3184	225.9015	204.8339	2.7546	622.4279	263.9665	10.6925	206.9987	
demographic.popSize2	364.7801	656.3859	167.7903	0.012	1287.4094	605.7858	0.012	167.7903	
demographic.popSize3	356.332	638.072	166.5393	0.0166	1263.7563	647.5032	0.0166	166.5393	
demographic.popSize4	360.4633	653.7336	171.8353	1.157E-3	1266.4285	672.8196	5.6213E-3	171.8353	
demographic.popSize5	365.7563	612.9522	173.6127	0.0205	1316.7332	633.7468	6.1603E-3	173.6127	
demographic.popSize6	325.1771	589.1969	145.1883	0.0286	1202.0363	624.5786	0.0286	145.1883	
demographic.popSize7	360.6813	644.4952	170.2446	0.0251	1283.3892	606.2206	0.0253	170.2446	
demographic.popSize8	353.0629	584.3638	167.2692	3.103E-3	1288.5741	630.7767	0.0218	167.2758	
demographic.popSize9	359.9991	634.2882	172.2462	0.0216	1303.913	617.8938	0.0216	172.2462	
demographic.popSize10	359.8066	647.2583	167.0262	0.0192	1297.4975	629.322	0.0192	167.0262	
demographic.popSize11	345.2527	670.3678	148.1212	8.0228E-3	1250.8881	587.9362	8.0228E-3	148.1212	
demographic.popSize12	362.9212	659.4185	165.4083	0.0263	1300.1795	624.8089	0.0134	165.4083	
demographic.popSize13	290.019	468.4499	134.2284	0.0146	1101.1659	774.5074	0.0183	134.2284	
demographic.popSize14	353.5103	656.643	157.0343	2.148E-3	1310.6167	579.6574	2.148E-3	157.0343	
demographic.popSize15	269.6874	638.4599	87.8079	0.0443	1091.2077	484.0236	0.012	87.8079	
demographic.popSize16	351.1053	711.489	153.7837	0.0484	1259.857	637.5075	0.0484	153.7837	
demographic.popSize17	340.15	719.1182	136.8136	0.0153	1275.8184	543.7731	0.0487	136.8187	
demographic.popSize18	358.5304	678.9563	163.1464	0.0426	1290.2063	627.235	0.0401	163.1464	
demographic.popSize19	329.0032	703.5802	127.2121	8.9663E-3	1252.3752	601.9028	8.9663E-3	127.2121	
demographic.popSize20	358.3282	621.5933	169.4926	7.3217E-3	1279.9537	640.5722	0.0282	169.5023	
demographic.popSize21	357.1448	636.6808	171.2188	0.0299	1261.4061	693.7238	9.0915E-3	171.2188	
demographic.popSize22	361.291	679.4564	169.9688	0.0145	1268.1436	651.178	0.1153	170.0612	
demographic.popSize23	364.4783	672.6657	176.951	0.0313	1292.261	668.5424	0.0313	176.951	
demographic.popSize24	361.4087	639.3143	172.798	5.2742E-3	1273.0701	674.4446	5.2742E-3	172.798	
demographic.popSize25	358.5437	629.5288	171.5855	0.0123	1305.1815	632.3525	0.0118	171.5855	
demographic.popSize26	365.1452	663.5345	175.0199	0.0138	1277.0715	642.0187	0.035	175.0227	
demographic.popSize27	361.1062	634.3554	176.3915	0.0122	1298.5309	707.3449	0.0122	176.3915	
demographic.popSize28	366.6654	703.2921	175.0922	0.0234	1273.7375	590.9387	0.0154	175.0922	
demographic.popSize29	364.6342	648.6157	172.0426	0.0168	1297.6448	621.6881	0.0787	172.0663	
demographic.popSize30	361.8092	595.6913	174.2632	4.2441E-3	1289.4561	649.1645	0.0915	174.2685	
demographic.popSize31	365.9192	654.7674	174.4237	5.9258E-3	1288.7092	604.3878	5.9258E-3	174.4237	
demographic.popSize32	367.1266	749.0801	170.9282	0.0545	1265.4456	619.1707	0.1405	171.0183	
demographic.popSize33	364.1325	648.2865	175.4243	2.0074E-3	1263.7261	630.554	2.0074E-3	175.4243	
demographic.popSize34	370.712	690.7216	173.2271	0.015	1353.845	664.9594	0.015	173.2271	
demographic.popSize35	370.3165	642.0111	175.5563	0.0138	1308.7894	594.4926	0.2266	175.7145	
demographic.popSize36	363.4003	658.469	170.671	0.0178	1278.7527	590.3662	0.1544	170.7662	
demographic.popSize37	366.5179	681.9316	175.6354	0.0188	1285.3957	647.2268	0.0261	175.6357	
demographic.popSize38	359.6715	672.0092	173.3331	3.3321E-3	1250.4282	741.0499	0.1251	173.4049	
demographic.popSize39	364.745	660.9171	172.6751	0.0221	1310.9472	631.5421	0.0404	172.6751	
demographic.popSize40	375.2399	676.5555	179.057	2.7177E-3	1310.1506	615.4061	2.7177E-3	179.057	
demographic.popSize41	365.636	634.1187	175.8227	1.1353E-3	1300.2823	598.6181	0.4567	176.2083	
demographic.popSize42	365.7314	615.9437	180.0537	8.6244E-3	1325.0955	635.9157	0.0232	180.0639	
demographic.popSize43	370.3976	711.3336	177.1366	0.0515	1295.4041	644.6179	0.0102	177.1366	
demographic.popSize44	370.4181	656.229	178.9714	2.2956E-3	1282.3694	650.295	4.2169E-3	178.9714	
demographic.popSize45	365.8581	648.088	173.0183	0.0194	1296.2257	676.9296	0.0194	173.0183	
demographic.popSize46	358.933	576.2578	174.6671	1.613E-4	1301.1339	600.5865	0.0646	174.6855	
demographic.popSize47	372.1841	635.8746	175.5071	4.1606E-3	1335.7332	623.2651	4.1606E-3	175.5071	
demographic.popSize48	358.0142	633.1699	173.1353	8.3088E-3	1235.3284	675.2912	0.0101	173.1353	
demographic.popSize49	368.6819	695.725	173.2282	4.8946E-3	1310.4307	603.4814	0.2561	173.4299	
demographic.popSize50	358.5946	630.4024	174.9399	0.0929	1261.7111	690.9776	0.0485	174.948	
demographic.popSize51	367.7929	726.9885	172.7901	5.13E-3	1262.1293	648.5318	9.1647E-3	172.7901	
demographic.popSize52	372.6822	647.981	179.3191	0.0243	1327.2285	593.9912	0.0186	179.3191	
demographic.popSize53	369.4455	630.2479	181.0265	0.0112	1279.436	619.6901	0.0112	181.0265	
demographic.popSize54	360.6203	599.055	173.827	0.0412	1310.4527	628.2789	0.0106	173.827	
demographic.popSize55	370.7076	634.3468	183.9261	0.0126	1271.5641	649.1227	0.0126	183.9261	
demographic.popSize56	365.1534	673.9997	174.8321	0.0274	1214.5105	595.7556	0.0274	174.8321	
demographic.popSize57	365.953	655.1385	176.1513	2.7527E-3	1269.0623	639.8647	8.2579E-3	176.1513	
demographic.popSize58	368.1156	649.0669	175.8273	5.1949E-3	1272.3136	625.3799	5.1949E-3	175.8273	
demographic.popSize59	370.444	662.3841	178.0579	4.9255E-3	1300.1633	558.3428	4.9255E-3	178.0579	
demographic.popSize60	370.2518	864.0187	173.1784	5.9929E-3	1248.8716	743.9865	0.1544	173.308	
demographic.popSize61	369.7552	630.4752	180.4807	1.9409E-3	1295.986	589.9442	1.9409E-3	180.4807	
demographic.popSize62	366.0803	634.0696	176.2819	3.7486E-3	1261.3774	634.9858	9.7824E-3	176.2819	
demographic.popSize63	372.9294	693.9014	176.8949	0.0299	1307.8808	673.9538	0.0299	176.9016	
demographic.popSize64	360.7568	622.5067	175.917	8.2955E-3	1275.201	656.0163	0.0111	175.917	
demographic.popSize65	365.6912	664.9397	173.9041	1.4194E-3	1255.3769	631.0032	0.0841	173.9199	
demographic.popSize66	366.7254	690.2163	170.8315	3.2108E-3	1289.1845	587.9297	3.2108E-3	170.8315	
demographic.popSize67	364.1976	625.6619	175.2862	2.7523E-3	1280.8659	688.657	0.02	175.2934	
demographic.popSize68	374.2278	641.7379	178.8474	0.0339	1249.4939	599.9438	0.057	178.8474	
demographic.popSize69	370.9642	656.9575	176.638	0.0561	1295.4785	675.314	0.1333	176.7145	
demographic.popSize70	362.7766	596.5283	174.0042	2.6442E-3	1262.838	626.3132	2.6442E-3	174.0042	
demographic.popSize71	375.4932	656.207	178.4306	1.2539E-3	1289.0153	579.6655	7.3006E-3	178.4306	
demographic.popSize72	363.4118	618.5607	171.2205	4.6667E-3	1298.5795	620.4782	4.6667E-3	171.2205	
demographic.popSize73	368.6292	611.0162	174.8851	0.0128	1327.2178	626.5414	0.0128	174.8851	
demographic.popSize74	363.7479	649.3878	172.6126	0.01	1274.849	643.9903	0.0204	172.6182	
demographic.popSize75	359.515	655.4749	169.2399	2.3859E-3	1275.519	662.2325	4.4893E-3	169.2399	
demographic.popSize76	373.2937	625.6988	175.8986	0.0104	1368.3354	573.1088	4.8809E-3	175.8986	
demographic.popSize77	365.8068	637.7619	178.1557	0.0497	1299.2184	669.6678	0.0599	178.1571	
demographic.popSize78	376.5623	833.2797	178.8054	1.4408E-3	1282.9417	733.4025	1.4408E-3	178.8054	
demographic.popSize79	366.0229	650.4093	174.3146	0.0284	1295.4289	682.1592	0.0255	174.3216	
demographic.popSize80	384.1143	738.0733	182.2467	0.0142	1342.5952	634.252	0.0251	182.2467	
demographic.popSize81	373.8934	672.4355	176.5365	0.0192	1256.8701	597.9748	0.0192	176.5365	
demographic.popSize82	357.9329	622.7376	170.346	0.0169	1300.2186	641.5835	0.2439	170.4126	
demographic.popSize83	380.6132	689.4032	176.0951	0.0511	1349.7471	572.6938	0.0158	176.0951	
demographic.popSize84	361.0684	655.2262	172.7477	0.0232	1264.6221	674.8083	0.0236	172.7477	
demographic.popSize85	364.0661	723.6182	171.5149	0.0509	1299.944	626.1225	0.0824	171.5149	
demographic.popSize86	370.4917	648.8997	171.0471	0.062	1345.9962	629.1288	0.062	171.0471	
demographic.popSize87	356.8218	573.3434	170.9962	3.2344E-3	1246.8017	621.2732	0.0304	170.9962	
demographic.popSize88	365.754	763.4809	170.3953	4.515E-4	1293.6084	780.9962	5.8392E-3	170.3953	
demographic.popSize89	363.4241	657.9217	171.4683	0.0257	1262.3996	592.76	0.1465	171.56	
demographic.popSize90	366.9204	650.8887	171.7156	0.0121	1293.2874	608.239	0.0121	171.7156	
demographic.popSize91	367.6401	694.6232	171.3132	6.9512E-3	1277.2661	637.8206	0.04	171.3132	
demographic.popSize92	368.7882	663.8864	174.3333	4.0793E-3	1272.1953	669.2572	4.0793E-3	174.3333	
demographic.popSize93	366.2152	656.0069	175.9857	4.0734E-3	1286.54	624.9056	0.0129	175.9857	
demographic.popSize94	357.1255	587.0763	168.9462	2.3915E-3	1322.6206	662.3969	0.3034	168.9568	
demographic.popSize95	368.0941	698.6979	171.2069	0.0145	1279.2775	564.7556	0.0145	171.2069	
demographic.popSize96	362.7987	655.486	171.7492	0.0134	1278.9968	668.572	0.0134	171.7492	
demographic.popSize97	359.1235	625.3991	174.491	0.0123	1285.1145	615.7271	0.0322	174.491	
demographic.popSize98	368.2371	613.4932	179.682	4.5665E-3	1332.9204	680.407	0.0322	179.7032	
demographic.popSize99	361.2226	637.2934	168.8461	4.3672E-3	1299.2788	657.6351	0.027	168.8461	
demographic.popSize100	363.7496	630.7513	171.0545	0.0134	1313.0592	603.3681	0.1195	171.0915	
demographic.popSize101	362.9444	672.4672	172.1577	0.027	1264.8713	639.761	0.027	172.1577	
demographic.popSize102	345.7952	586.501	164.6275	0.0135	1211.2931	662.8073	0.0216	164.6275	
demographic.popSize103	356.1123	629.4755	167.0228	0.1517	1250.602	597.6278	4.6083E-3	167.0228	
demographic.popSize104	362.1513	629.926	169.6669	7.9968E-5	1314.3657	621.4055	0.0448	169.7009	
demographic.popSize105	343.1765	516.5971	166.2844	6.3765E-3	1259.4461	814.9377	0.1699	166.4182	
demographic.popSize106	357.6887	693.5762	166.5453	0.0108	1253.1946	691.7949	0.0108	166.5453	
demographic.popSize107	353.2147	649.224	155.666	5.2243E-3	1268.3861	597.7508	0.0205	155.666	
demographic.popSize108	356.8484	644.9981	167.5632	4.1577E-3	1235.8244	651.1507	4.1577E-3	167.5632	
demographic.popSize109	370.3115	680.4062	178.6545	0.0186	1291.5673	630.0926	0.0186	178.6545	
demographic.popSize110	365.3745	665.911	171.6612	0.0119	1297.1713	681.0113	1.0769E-3	171.6612	
demographic.popSize111	361.7208	649.0561	170.081	4.6438E-3	1262.2493	602.0076	4.6438E-3	170.081	
demographic.popSize112	352.2189	676.8309	163.6009	1.2623E-3	1239.4327	630.9203	0.0161	163.6009	
demographic.popSize113	370.7496	700.5161	170.9905	0.0138	1314.2647	610.5275	0.0138	170.9905	
demographic.popSize114	363.6674	650.3672	174.9528	1.8618E-3	1258.4376	609.9235	0.0404	174.9903	
demographic.popSize115	367.3875	724.4767	172.2739	1.2528E-3	1295.6816	654.6316	1.2528E-3	172.2739	
demographic.popSize116	363.9384	656.0806	175.3059	0.0131	1287.7548	652.0423	0.0575	175.3356	
demographic.popSize117	343.578	597.8148	160.9889	6.4376E-3	1226.0301	585.888	2.8286E-3	160.9889	
demographic.popSize118	357.1652	665.6738	164.9485	0.0258	1257.9783	633.5243	0.1077	164.9846	
demographic.popSize119	360.8498	659.134	170.8217	1.0537E-3	1250.0216	596.3864	1.0537E-3	170.8217	
demographic.popSize120	357.057	655.9086	168.9374	9.5342E-5	1253.0803	604.5549	3.504E-3	168.9374	
demographic.popSize121	352.9712	602.7738	165.445	4.4172E-3	1261.5405	674.0814	0.0135	165.445	
demographic.popSize122	352.8739	617.2959	163.9938	0.0116	1267.9083	686.1155	0.0116	163.9938	
demographic.popSize123	360.1148	641.4587	170.6492	0.0171	1295.9302	651.3651	0.0171	170.6492	
demographic.popSize124	363.425	697.2033	168.66	7.545E-3	1287.8394	606.4106	0.0544	168.66	
demographic.popSize125	352.7107	616.0543	162.9378	8.8125E-3	1251.3856	652.1331	8.9697E-3	162.9378	
demographic.popSize126	349.5736	626.8655	160.516	8.3838E-3	1283.7955	633.068	7.182E-3	160.516	
demographic.popSize127	358.905	650.8781	164.0281	0.0147	1279.9006	594.9697	0.0621	164.0487	
demographic.popSize128	349.9006	627.4237	163.0267	8.4896E-3	1217.0163	663.8133	4.9454E-3	163.0267	
demographic.popSize129	356.5945	671.9836	159.7793	0.0236	1284.6426	631.0276	0.0906	159.8001	
demographic.popSize130	358.4956	649.4583	164.8141	0.0395	1300.3763	646.3755	0.0377	164.8141	
demographic.popSize131	352.7884	710.7819	161.4472	0.0147	1260.1164	586.8145	0.0197	161.4476	
demographic.popSize132	364.2223	643.9611	166.714	6.1131E-3	1280.9436	612.5358	0.0349	166.7355	
demographic.popSize133	350.1173	595.2594	161.2934	0.0179	1266.3108	648.5438	0.0263	161.2934	
demographic.popSize134	358.2037	603.6323	166.9893	0.0515	1267.4239	603.8266	0.0276	166.9893	
demographic.popSize135	350.4299	605.1035	166.6018	0.0121	1218.4399	655.1184	0.0152	166.6018	
demographic.popSize136	358.7785	621.142	166.8585	7.9386E-3	1284.7135	594.3608	0.0171	166.8585	
demographic.popSize137	362.6089	646.3527	167.2373	0.029	1305.0985	674.7477	0.1025	167.2921	
demographic.popSize138	366.8956	692.4321	168.2683	0.0239	1289.5404	561.1438	3.4243E-3	168.2683	
demographic.popSize139	365.2242	663.0547	171.5678	9.1263E-4	1317.9539	687.3321	9.1263E-4	171.5678	
demographic.popSize140	360.5211	647.8752	170.0571	0.0134	1271.0822	617.1366	0.0134	170.0571	
demographic.popSize141	360.0369	645.3751	169.5831	0.0159	1303.8557	598.2143	3.0107E-3	169.5831	
demographic.popSize142	361.1148	636.8591	168.7799	0.0113	1295.224	660.6602	0.0403	168.7947	
demographic.popSize143	368.8792	812.1479	171.0343	8.9457E-3	1292.3053	717.4552	8.9457E-3	171.0343	
demographic.popSize144	359.1294	659.3432	169.9056	0.0101	1252.5653	680.7801	0.0795	169.9588	
demographic.popSize145	366.2801	696.0492	172.7481	5.4058E-3	1296.9925	655.798	5.4058E-3	172.7481	
demographic.popSize146	361.6911	644.9487	173.1763	0.0181	1257.2119	665.5527	0.0181	173.1763	
demographic.popSize147	362.2572	687.9633	165.0844	8.3074E-3	1275.5758	580.8086	0.0625	165.0858	
demographic.popSize148	360.4617	609.4976	173.7696	1.6071E-3	1281.3602	622.4192	1.6071E-3	173.7696	
demographic.popSize149	364.3166	676.403	166.9864	1.6583E-3	1310.1423	608.6046	6.5983E-3	166.9864	
demographic.popSize150	358.2073	680.6375	164.9813	7.5444E-4	1272.3046	582.9015	7.5444E-4	164.9813	
demographic.popSize151	373.4291	915.394	167.2045	0.0269	1299.4635	805.2838	0.1185	167.2836	
demographic.popSize152	360.7912	648.8002	166.2188	9.0367E-5	1304.7839	581.1342	0.1945	166.3781	
demographic.popSize153	346.2292	641.6686	162.6872	0.0146	1237.4712	657.4339	8.6436E-3	162.6872	
demographic.popSize154	366.1297	731.9556	166.0443	4.1274E-3	1284.903	647.3759	4.1274E-3	166.0443	
demographic.popSize155	355.4568	630.8981	166.6527	6.894E-3	1265.8773	625.4098	0.2435	166.8049	
demographic.popSize156	360.3339	637.928	171.1807	3.6754E-3	1274.1448	689.1583	0.2679	171.3008	
demographic.popSize157	360.2951	666.5574	165.6523	0.0178	1244.9142	619.7522	0.0653	165.6804	
demographic.popSize158	361.5285	742.8813	165.2414	2.3831E-3	1263.82	641.1218	0.0331	165.2694	
demographic.popSize159	366.1605	669.726	167.5804	0.0235	1327.7322	597.0361	0.0147	167.5804	
demographic.popSize160	360.419	656.8995	168.446	0.0173	1267.7058	707.7627	0.0323	168.446	
demographic.popSize161	360.3117	666.6581	168.73	0.0141	1270.8959	563.0843	0.0174	168.73	
demographic.popSize162	355.5186	698.8435	163.738	0.0234	1251.6233	722.5281	1.7318E-4	163.738	
demographic.popSize163	356.7269	629.6006	166.4317	5.185E-3	1302.3775	659.5823	5.185E-3	166.4317	
demographic.popSize164	361.7137	625.2479	166.4486	3.3654E-3	1317.3588	677.2449	3.3654E-3	166.4486	
demographic.popSize165	366.0624	703.5894	171.3777	7.2377E-3	1315.2457	630.1513	7.2377E-3	171.3777	
demographic.popSize166	367.5347	674.1123	171.3446	0.0158	1315.225	625.3105	0.0158	171.3531	
demographic.popSize167	369.13	720.2163	169.4362	2.3464E-3	1319.4632	645.2488	2.3464E-3	169.4362	
demographic.popSize168	354.2677	580.8428	166.7213	4.6284E-3	1265.272	637.4969	0.0445	166.7538	
demographic.popSize169	367.216	674.4204	168.3707	0.0295	1291.0278	608.1359	0.0607	168.3707	
demographic.popSize170	349.3994	580.6728	166.8558	0.0109	1263.9547	649.6074	0.0109	166.8558	
