burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14256.8337	134.0962	-14256.1944	-14515.8152	-13995.9958	246.026	-14345.27	-14159.4528	
prior	-6997.5406	133.1814	-6996.2884	-7252.3169	-6737.4823	244.9206	-7083.4258	-6898.4415	
likelihood	-7259.2931	18.0564	-7259.5042	-7294.4137	-7223.5593	695.1283	-7271.8985	-7247.5597	
treeModel.rootHeight	150.5216	51.4949	142.5075	67.3055	249.2048	270.7752	100.8994	161.9848	
age(root)	1872.4784	51.4949	1880.4925	1773.7952	1955.6945	270.7752	1861.0152	1922.1006	
treeLength	1994.776	365.3682	1979.0849	1315.0487	2667.2402	217.2444	1701.052	2223.726	
tmrca(ingroup)	150.5216	51.4949	142.5075	67.3055	249.2048	270.7752	100.8994	161.9848	
age(ingroup)	1872.4784	51.4949	1880.4925	1773.7952	1955.6945	270.7752	1861.0152	1922.1006	
demographic.populationSizeChanges	2.8067	0.7622	3	2	4	485.0637	2	3	
demographic.populationMean	82.2335	59.6273	66.3879	11.8129	194.2175	262.5502	28.9024	73.9263	
demographic.popSize1	61.5465	89.5224	30.3177	0.7366	258.1131	237.6941	1.9707	30.3887	
demographic.popSize2	82.2776	115.5316	44.8687	2.1554E-3	282.1722	1002.7983	2.1554E-3	44.8687	
demographic.popSize3	83.4214	128.3513	44.6685	1.8505E-3	285.1739	888.9935	1.8505E-3	44.6685	
demographic.popSize4	83.3815	123.3904	45.0262	4.7558E-3	292.0787	847.6583	8.3842E-3	45.0262	
demographic.popSize5	79.973	111.9282	44.2338	3.4647E-3	279.3197	921.3075	3.0032E-3	44.2338	
demographic.popSize6	81.2452	116.2768	43.2316	1.889E-3	288.9104	955.9693	1.889E-3	43.2316	
demographic.popSize7	79.7148	125.3907	42.598	1.8541E-3	276.0063	883.8766	0.0377	42.6146	
demographic.popSize8	77.2379	114.8223	40.9249	0.0126	272.357	834.5625	0.0432	40.9456	
demographic.popSize9	80.4952	120.7454	43.509	2.9758E-4	280.488	919.466	4.9405E-3	43.5106	
demographic.popSize10	79.9448	115.4099	43.9487	0.0101	275.661	951.6259	2.3976E-3	43.9487	
demographic.popSize11	81.0842	114.3764	44.1755	3.3096E-3	278.9067	977.4674	3.3096E-3	44.1755	
demographic.popSize12	82.4331	117.7006	43.6887	1.0028E-4	281.0209	930.3998	0.0226	43.7078	
demographic.popSize13	81.1596	117.8152	42.8736	6.7625E-3	285.1778	843.156	6.7625E-3	42.8736	
demographic.popSize14	77.747	110.9339	41.3478	0.0264	279.4008	914.4766	0.2403	41.5629	
demographic.popSize15	80.1198	118.7695	42.5142	0.0183	275.8611	948.1102	0.0183	42.5142	
demographic.popSize16	78.1972	111.8513	41.0435	0.0154	277.3323	808.8573	0.0737	41.0809	
demographic.popSize17	81.7343	122.5183	43.6941	8.5402E-4	286.4158	932.5614	8.5402E-4	43.6941	
demographic.popSize18	66.612	98.3698	34.4836	4.2254E-5	238.0073	884.9625	4.2254E-5	34.4836	
demographic.popSize19	81.1505	119.4052	43.6374	4.7224E-3	274.8337	889.248	0.0368	43.6374	
demographic.popSize20	79.374	114.3151	42.276	4.7672E-3	276.4225	909.3203	6.2189E-3	42.2769	
demographic.popSize21	76.6556	107.9639	40.8677	1.8286E-3	266.2052	911.1754	1.8286E-3	40.8677	
demographic.popSize22	76.6589	111.4475	39.7508	1.2189E-3	272.3044	863.7113	0.0351	39.7646	
demographic.popSize23	76.0868	114.3869	39.2283	5.5311E-3	279.0928	804.5152	0.0583	39.2721	
demographic.popSize24	80.5005	126.444	42.1751	4.3922E-3	282.2987	968.8848	4.3922E-3	42.1751	
demographic.popSize25	80.0672	115.8323	42.0503	7.8237E-3	282.103	899.9576	2.3597E-4	42.0503	
demographic.popSize26	77.9595	114.2023	41.7692	3.2553E-3	272.7331	893.5563	3.2553E-3	41.7692	
demographic.popSize27	79.8842	112.9124	42.7192	6.6072E-3	278.4873	889.2524	9.3214E-3	42.7192	
demographic.popSize28	81.5445	114.7266	45.3365	9.64E-3	279.3779	979.1303	0.0111	45.3365	
demographic.popSize29	82.9559	122.6532	44.3464	4.1647E-3	291.3312	922.0878	5.4224E-3	44.3464	
demographic.popSize30	81.287	112.7902	44.6141	4.4671E-4	281.1754	1005.2105	0.0145	44.6217	
demographic.popSize31	81.2847	117.7464	43.7991	3.8738E-3	272.4621	917.6643	7.2636E-3	43.7991	
demographic.popSize32	82.268	120.0628	44.8177	1.681E-3	283.3918	919.0423	0.0123	44.8223	
demographic.popSize33	82.0118	122.1499	44.7814	2.0383E-3	277.7205	960.5049	2.0383E-3	44.7814	
demographic.popSize34	84.0541	117.0138	46.5592	4.1797E-4	285.5587	941.6574	0.0179	46.5597	
demographic.popSize35	83.7542	120.8221	45.735	1.211E-3	289.0605	925.3854	0.0301	45.7374	
demographic.popSize36	81.8547	115.3417	44.6382	4.8138E-3	282.9416	915.3807	0.0445	44.6652	
demographic.popSize37	82.1894	116.0897	45.1682	6.041E-3	283.2742	864.0058	0.0169	45.1715	
demographic.popSize38	82.7708	118.2958	44.7979	3.9767E-4	285.7367	922.7437	3.9767E-4	44.7979	
demographic.popSize39	82.8439	118.7968	44.6321	1.8478E-3	286.1818	882.6515	1.8478E-3	44.6335	
demographic.popSize40	82.8687	116.0489	45.4829	3.41E-3	290.2942	911.4121	3.41E-3	45.4829	
demographic.popSize41	80.2124	113.46	43.3412	9.2531E-3	274.9545	939.2447	0.015	43.3504	
