burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14472.0275	147.5994	-14468.4105	-14760.8719	-14183.4519	239.1712	-14562.1128	-14366.5489	
prior	-7120.0819	146.9451	-7115.8714	-7412.4369	-6838.2754	237.3068	-7207.0122	-7012.7708	
likelihood	-7351.9456	16.5224	-7351.8629	-7384.2692	-7319.7208	1063.6567	-7362.7677	-7340.4311	
treeModel.rootHeight	208.6063	69.1381	197.2517	95.8123	343.8755	298.1054	141.8323	223.6989	
age(root)	1814.3937	69.1381	1825.7483	1679.1245	1927.1877	298.1054	1799.3011	1881.1677	
treeLength	2645.5254	528.1651	2571.5713	1729.6305	3762.6378	217.4313	2109.1834	2762.2782	
tmrca(ingroup)	208.6063	69.1381	197.2517	95.8123	343.8755	298.1054	141.8323	223.6989	
age(ingroup)	1814.3937	69.1381	1825.7483	1679.1245	1927.1877	298.1054	1799.3011	1881.1677	
demographic.populationSizeChanges	2.6532	0.6793	3	2	4	539.2024	2	3	
demographic.populationMean	129.1792	121.9224	98.1712	15.8681	317.973	243.6446	35.9103	107.7937	
demographic.popSize1	122.6498	164.6757	75.7221	0.6209	385.9725	241.4203	6.6551	81.3682	
demographic.popSize2	128.9071	206.5102	65.3314	0.0187	453.5823	731.9615	0.0187	65.3431	
demographic.popSize3	128.0475	214.817	63.221	5.9501E-5	444.6037	730.6756	5.9501E-5	63.221	
demographic.popSize4	129.4266	240.174	63.3932	2.6485E-3	460.5927	722.4222	0.0102	63.3932	
demographic.popSize5	129.9085	217.7205	65.4583	4.1106E-3	453.4642	654.7806	0.0151	65.4583	
demographic.popSize6	129.1499	219.2366	66.134	1.8674E-4	452.9038	754.004	0.022	66.134	
demographic.popSize7	129.5644	225.5097	64.9688	1.2139E-3	448.7246	682.3154	5.8574E-3	64.9721	
demographic.popSize8	125.134	205.7398	62.6967	0.0117	443.6133	712.6378	9.4649E-3	62.6967	
demographic.popSize9	113.0449	197.3142	54.8095	1.5713E-3	401.4217	634.6239	9.8855E-3	54.8095	
demographic.popSize10	128.8733	226.9847	63.1287	1.3778E-3	456.9489	716.7795	1.3778E-3	63.1287	
demographic.popSize11	121.5229	228.0916	56.7947	3.5571E-3	437.8664	610.8669	5.1301E-4	56.7947	
demographic.popSize12	128.8442	212.9859	64.1956	3.3862E-4	441.9658	701.4195	3.3862E-4	64.1956	
demographic.popSize13	125.6534	212.7336	60.9777	2.1956E-3	452.4153	676.3681	2.6912E-3	60.9777	
demographic.popSize14	125.6953	227.898	61.7366	0.0117	440.8891	692.5414	0.0144	61.7366	
demographic.popSize15	119.4971	209.0379	56.6163	0.0474	427.8477	635.211	0.0108	56.6163	
demographic.popSize16	122.2001	217.4523	59.8821	5.0034E-3	434.7425	653.2476	0.0465	59.913	
demographic.popSize17	118.2553	244.7756	53.3014	1.4778E-3	421.8673	615.8919	1.4778E-3	53.3014	
demographic.popSize18	126.1115	203.3057	64.0373	0.014	445.9907	730.3668	8.6625E-3	64.0373	
demographic.popSize19	126.4098	203.9985	64.1095	6.914E-3	438.3373	755.8789	0.1077	64.2087	
demographic.popSize20	124.3514	229.4034	60.2053	5.8729E-3	441.7946	710.2098	5.8729E-3	60.2053	
demographic.popSize21	129.6327	220.8211	64.6335	5.0637E-3	454.0921	671.7129	9.9769E-3	64.6335	
demographic.popSize22	109.3611	173.2744	53.0397	0.0184	399.4842	769.3607	0.065	53.0685	
demographic.popSize23	128.6548	229.4668	62.9435	8.6834E-3	455.2056	641.0576	0.0262	62.9452	
demographic.popSize24	115.3419	192.9337	53.8261	0.02	419.1605	640.4804	0.0255	53.8261	
demographic.popSize25	122.0238	229.9879	58.43	1.7975E-3	435.9155	677.4589	1.7975E-3	58.43	
demographic.popSize26	128.9724	208.1098	64.2823	1.6305E-3	463.2773	729.0858	0.0138	64.2823	
demographic.popSize27	128.1937	209.6193	64.5502	0.012	461.4723	595.0457	3.7318E-3	64.5502	
demographic.popSize28	126.3732	214.9749	63.2942	1.9403E-3	443.494	656.7695	7.4814E-3	63.2995	
demographic.popSize29	128.7758	220.1246	63.2391	0.0188	452.2256	661.5652	0.0188	63.2469	
demographic.popSize30	124.5064	205.0189	61.7894	1.3464E-3	448.032	697.7534	0.0628	61.8335	
demographic.popSize31	129.581	200.817	67.6649	5.2775E-3	455.4695	784.883	5.2775E-3	67.6649	
demographic.popSize32	129.4612	209.3022	65.1573	0.0261	456.1569	709.7474	0.0344	65.1573	
demographic.popSize33	126.7709	198.35	64.2232	0.0401	443.4022	758.8752	5.4397E-3	64.2232	
demographic.popSize34	128.7278	227.7098	65.5358	7.4199E-3	447.5794	736.4849	7.4199E-3	65.5358	
demographic.popSize35	129.6475	208.0715	66.6021	1.4055E-4	446.9874	696.5876	1.4055E-4	66.6021	
demographic.popSize36	129.0455	220.994	66.7475	7.3713E-3	442.17	807.3975	0.0136	66.7509	
demographic.popSize37	127.6309	199.4812	66.6731	5.4605E-3	448.1563	761.3458	0.024	66.6731	
demographic.popSize38	130.9399	220.5044	66.4186	2.3907E-3	470.9324	687.3973	5.8856E-5	66.4186	
demographic.popSize39	128.2626	210.1972	65.8004	9.4906E-3	449.8977	777.6276	0.0359	65.8004	
demographic.popSize40	128.0709	205.7794	64.6757	0.0181	456.2452	707.5591	0.011	64.6757	
demographic.popSize41	130.2922	210.3099	66.9248	0.0182	452.5258	770.4802	0.0182	66.9248	
demographic.popSize42	127.5736	196.5729	67.8402	0.0149	449.7665	681.0224	0.0257	67.8434	
demographic.popSize43	125.8763	193.2894	66.5939	2.7627E-3	435.5285	850.4847	8.6153E-5	66.5939	
demographic.popSize44	127.8408	207.4175	65.3538	1.5373E-3	450.5087	736.835	0.0103	65.3538	
demographic.popSize45	131.1214	215.8732	66.2446	1.8344E-3	457.4352	696.4988	1.8344E-3	66.2446	
demographic.popSize46	130.5754	207.6891	68.0782	5.6695E-4	447.1366	694.8488	5.6695E-4	68.0782	
demographic.popSize47	131.916	214.9471	67.493	4.0101E-3	453.9705	732.1211	4.0101E-3	67.493	
demographic.popSize48	130.243	222.0326	65.5235	2.5822E-4	443.7177	675.701	0.0406	65.5337	
demographic.popSize49	128.6406	207.7454	66.3677	1.7748E-3	449.3024	746.2591	0.0136	66.3677	
demographic.popSize50	130.2281	247.193	65.4196	2.4308E-3	442.8985	721.6158	0.0144	65.4196	
demographic.popSize51	127.2271	196.8422	65.8568	4.6194E-3	445.0482	745.8105	0.0152	65.8619	
demographic.popSize52	129.6424	215.3087	66.2654	6.996E-3	443.4606	701.8294	0.0139	66.2654	
