burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-15195.8128	137.9841	-15193.9323	-15453.1233	-14931.6274	249.2208	-15287.4502	-15092.5581	
prior	-7110.0992	136.4999	-7107.9293	-7362.4331	-6850.344	247.4686	-7216.6254	-7022.6763	
likelihood	-8085.7136	18.6498	-8085.9804	-8121.9509	-8048.5965	671.0491	-8098.6178	-8073.8128	
treeModel.rootHeight	215.6049	67.5493	204.1613	107.4345	347.7516	282.3588	144.9729	225.3839	
age(root)	1807.3951	67.5493	1818.8387	1675.2484	1915.5655	282.3588	1797.6161	1878.0271	
treeLength	2759.7149	520.7248	2656.0427	1958.0729	3786.9453	214.5675	2211.8129	2796.7219	
tmrca(ingroup)	215.6049	67.5493	204.1613	107.4345	347.7516	282.3588	144.9729	225.3839	
age(ingroup)	1807.3951	67.5493	1818.8387	1675.2484	1915.5655	282.3588	1797.6161	1878.0271	
demographic.populationSizeChanges	2.5347	0.6577	2	2	4	542.4767	2	2	
demographic.populationMean	109.2264	84.8506	87.6535	15.9321	250.1662	269.962	35.429	97.1355	
demographic.popSize1	66.8763	36.2942	63.3012	4.2007	126.1239	223.7041	46.4497	97.6382	
demographic.popSize2	108.9378	158.9078	58.0401	0.0154	378.5015	942.4598	0.0476	58.0692	
demographic.popSize3	111.9533	171.9785	58.2924	0.0157	385.9374	906.9137	0.0235	58.2999	
demographic.popSize4	110.2036	164.1856	58.3246	9.9398E-4	389.5462	830.0496	9.9398E-4	58.3246	
demographic.popSize5	107.1002	156.2198	58.1745	1.3851E-3	373.8417	986.5463	0.0285	58.1775	
demographic.popSize6	110.6899	167.5324	57.3558	2.6507E-3	394.6451	903.744	2.6507E-3	57.3558	
demographic.popSize7	109.1178	165.4508	57.5471	1.1791E-3	369.0485	907.3527	2.0908E-3	57.5471	
demographic.popSize8	110.1195	158.1955	59.6776	2.3936E-3	379.215	927.176	2.1296E-3	59.6776	
demographic.popSize9	108.8692	158.7818	58.5685	1.6115E-3	376.5824	914.5394	1.6115E-3	58.5685	
demographic.popSize10	109.3755	159.7534	58.8931	6.7263E-3	372.7766	870.4148	0.0111	58.8931	
demographic.popSize11	110.3288	173.7236	59.4808	8.1049E-3	375.5169	835.7094	0.0159	59.4808	
demographic.popSize12	107.6548	155.6426	57.7122	1.6471E-6	373.6861	931.8008	1.6471E-6	57.7122	
demographic.popSize13	111.4134	171.2283	59.4054	0.0158	379.1103	887.5923	0.0333	59.4255	
demographic.popSize14	110.3768	166.0573	59.4471	0.0141	379.1279	906.5948	0.0141	59.4471	
demographic.popSize15	107.3256	152.1463	57.25	3.6167E-4	374.5625	931.3562	3.6167E-4	57.25	
demographic.popSize16	108.2098	159.6432	57.4652	5.7428E-3	379.5979	916.9187	6.2947E-3	57.4666	
demographic.popSize17	108.4877	161.0633	56.8491	2.6837E-3	381.0664	863.1044	2.6837E-3	56.8491	
demographic.popSize18	108.2979	162.9322	57.8547	4.7766E-3	376.6763	875.1165	0.0522	57.8548	
demographic.popSize19	108.5431	177.5695	57.5574	2.0234E-3	371.1841	926.4722	1.2444E-3	57.5574	
demographic.popSize20	107.6951	156.799	57.6427	4.1503E-3	370.432	971.8182	0.0982	57.7292	
demographic.popSize21	108.5811	162.8118	56.8356	7.9681E-3	380.3861	904.0988	0.061	56.849	
demographic.popSize22	97.1265	159.9926	46.4201	0.0151	358.8278	806.5446	0.0126	46.4284	
demographic.popSize23	105.783	158.1926	55.6941	4.4994E-3	375.2332	818.903	4.4994E-3	55.6941	
demographic.popSize24	97.9841	152.8322	48.5226	8.4114E-3	359.0807	767.1333	8.4114E-3	48.5226	
demographic.popSize25	75.5198	151.4705	26.6893	7.0607E-3	309.8274	623.4735	0.0388	26.7188	
demographic.popSize26	99.6119	151.9076	50.1172	2.8643E-3	362.3888	746.5072	0.0183	50.1172	
demographic.popSize27	104.8208	164.6062	54.828	6.9449E-3	365.1332	848.297	0.0171	54.828	
demographic.popSize28	81.9121	133.0012	36.4102	0.015	319.583	744.7623	0.0249	36.417	
demographic.popSize29	109.7944	148.2198	64.633	2.8262E-3	360.6408	931.605	0.0176	64.6423	
demographic.popSize30	110.2745	144.2899	69.0519	9.9757E-5	345.5745	1069.0742	9.9757E-5	69.0519	
demographic.popSize31	112.3945	156.59	66.0924	1.4652E-4	364.6918	942.608	1.4652E-4	66.0924	
