burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14457.8381	157.0092	-14442.6747	-14777.3098	-14185.3999	235.0454	-14506.2554	-14293.415	
prior	-7109.5302	156.7267	-7092.37	-7425.1632	-6835.7629	232.8161	-7160.9745	-6948.3397	
likelihood	-7348.308	16.9401	-7348.5871	-7381.3575	-7314.8383	860.8265	-7360.3573	-7337.7177	
treeModel.rootHeight	189.7382	59.0676	183.0137	88.3001	301.1374	291.5609	137.7605	212.624	
age(root)	1833.2618	59.0676	1839.9863	1721.8626	1934.6999	291.5609	1810.376	1885.2395	
treeLength	2479.5615	453.6999	2461.9292	1534.9841	3337.2886	217.4852	2174.3156	2741.5706	
tmrca(ingroup)	189.7382	59.0676	183.0137	88.3001	301.1374	291.5609	137.7605	212.624	
age(ingroup)	1833.2618	59.0676	1839.9863	1721.8626	1934.6999	291.5609	1810.376	1885.2395	
demographic.populationSizeChanges	2.7196	0.6933	3	2	4	523.4175	2	3	
demographic.populationMean	146.8021	133.4402	100.5619	16.8058	417.4761	246.135	38.6973	109.7761	
demographic.popSize1	212.2077	259.2783	114.7891	0.7276	723.2085	254.7468	6.3799	119.6394	
demographic.popSize2	146.9278	243.1344	70.5498	7.2845E-3	532.9322	737.4961	0.0308	70.5498	
demographic.popSize3	146.3663	229.5255	73.2045	7.8141E-3	533.4283	742.8112	0.0114	73.2045	
demographic.popSize4	149.193	234.1684	71.5417	0.0114	542.4612	681.8648	9.5833E-4	71.5417	
demographic.popSize5	147.0244	243.6061	71.2839	0.0232	524.9401	733.6883	1.6518E-3	71.2839	
demographic.popSize6	147.2538	235.8576	71.3695	5.9062E-3	541.608	752.6017	5.9062E-3	71.3695	
demographic.popSize7	140.4315	232.5977	64.1655	0.0167	524.0539	654.4327	0.0167	64.1655	
demographic.popSize8	82.4796	148.7673	33.456	3.7036E-3	324.0182	625.2163	0.0219	33.4586	
demographic.popSize9	124.5477	214.2699	56.5381	3.4451E-3	475.468	653.2562	0.0509	56.5715	
demographic.popSize10	145.4933	227.2986	71.006	0.0121	536.5801	757.476	0.0121	71.006	
demographic.popSize11	145.9099	239.8312	68.9208	0.0335	529.8345	735.8542	0.0246	68.9208	
demographic.popSize12	142.5974	226.4154	68.3361	7.3917E-4	532.0986	723.0887	5.4768E-3	68.3361	
demographic.popSize13	142.4254	242.5456	66.0638	0.0156	534.9459	711.606	0.1041	66.0967	
demographic.popSize14	142.8179	232.8109	67.5445	7.8023E-4	538.5017	700.6681	5.5745E-3	67.5445	
demographic.popSize15	137.1394	228.3225	63.2877	9.795E-3	522.943	701.2333	0.0774	63.3366	
demographic.popSize16	146.3477	233.8053	72.3525	1.3441E-3	532.8063	784.1415	8.6176E-3	72.3575	
demographic.popSize17	147.2232	241.4473	71.4398	0.021	535.7434	767.5685	0.0431	71.4465	
demographic.popSize18	150.1153	242.6292	71.8075	5.5179E-3	548.2197	788.648	2.4393E-3	71.8075	
demographic.popSize19	146.9838	241.8419	70.2356	0.0119	539.1308	776.5772	0.0119	70.2356	
demographic.popSize20	142.6934	225.6635	68.3974	0.02	529.641	706.4395	0.021	68.3989	
demographic.popSize21	141.7834	234.3898	68.3563	1.7961E-3	531.0074	782.6662	3.8238E-3	68.3563	
demographic.popSize22	147.3772	237.0718	71.9328	5.8919E-3	536.6941	731.9901	7.0206E-3	71.9328	
