burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14634.4147	157.3935	-14639.4914	-14924.6666	-14330.5427	228.471	-14764.7595	-14537.7886	
prior	-7060.8488	158.1581	-7067.1353	-7351.6621	-6755.9022	226.0498	-7191.3688	-6965.7373	
likelihood	-7573.566	18.3853	-7573.9323	-7609.7292	-7536.9062	730.4566	-7586.5796	-7562.0953	
treeModel.rootHeight	165.039	47.9432	157.5335	88.1998	262.88	302.46	112.9033	171.3273	
age(root)	1857.961	47.9432	1865.4665	1760.12	1934.8002	302.46	1851.6727	1910.0967	
treeLength	2190.1826	365.7749	2158.9314	1522.2589	2895.7432	223.2266	1881.7577	2375.9511	
tmrca(ingroup)	165.039	47.9432	157.5335	88.1998	262.88	302.46	112.9033	171.3273	
age(ingroup)	1857.961	47.9432	1865.4665	1760.12	1934.8002	302.46	1851.6727	1910.0967	
demographic.populationSizeChanges	2.7914	0.7698	3	2	4	462.974	2	3	
demographic.populationMean	98.7906	78.0798	77.747	12.0889	243.4432	258.3059	23.5512	83.5915	
demographic.popSize1	87.7076	97.3259	51.2723	1.5188	301.2537	254.0238	1.5262	51.2723	
demographic.popSize2	98.9647	146.3447	50.5019	3.022E-4	357.1039	895.4809	0.012	50.5042	
demographic.popSize3	97.6786	147.9927	47.8417	0.0104	351.8216	875.7929	5.8187E-3	47.8417	
demographic.popSize4	98.0361	146.8406	49.8007	0.0118	364.6181	853.6556	0.0204	49.8035	
demographic.popSize5	94.43	146.2697	46.1816	3.1063E-3	345.392	775.3381	3.1063E-3	46.1816	
demographic.popSize6	97.7828	143.7915	49.1098	5.3469E-4	354.1194	814.0241	5.3469E-4	49.1098	
demographic.popSize7	97.5236	146.2042	49.6443	9.9977E-4	340.6905	831.4956	9.9977E-4	49.6443	
demographic.popSize8	99.8966	150.7078	51.214	3.7803E-4	351.7659	885.1739	0.0157	51.2287	
demographic.popSize9	95.7963	144.8727	47.5717	1.6585E-4	354.009	839.8117	1.6585E-4	47.5717	
demographic.popSize10	91.0967	138.0818	45.0338	2.4743E-3	326.7865	829.1748	2.4743E-3	45.0338	
demographic.popSize11	94.7216	146.218	46.8754	3.8877E-3	346.8815	835.5876	1.7429E-4	46.8754	
demographic.popSize12	77.4013	134.8712	32.8206	2.4096E-3	301.4433	685.5666	2.4096E-3	32.8206	
demographic.popSize13	97.7491	144.1423	49.0122	7.5435E-3	353.0067	837.2928	0.0233	49.0217	
demographic.popSize14	97.9815	155.4709	48.4976	2.8575E-3	352.3425	810.3736	0.0199	48.5077	
demographic.popSize15	94.1728	143.7003	45.4876	8.5964E-3	347.0058	791.8109	5.2516E-3	45.4876	
demographic.popSize16	88.1937	147.8271	40.0509	6.1115E-3	326.4513	760.0427	6.1115E-3	40.0509	
demographic.popSize17	96.4064	146.7289	48.9741	6.3177E-3	348.6332	820.534	3.1031E-3	48.9741	
demographic.popSize18	95.6979	148.3935	46.252	6.9009E-3	358.6377	806.0588	6.9009E-3	46.252	
demographic.popSize19	91.9494	145.3511	44.084	5.5639E-3	343.1275	803.3857	5.5639E-3	44.084	
demographic.popSize20	96.4875	149.2817	46.7574	1.4404E-4	355.395	824.3458	1.4404E-4	46.7574	
demographic.popSize21	80.7064	131.4848	37.0998	3.7103E-3	308.1989	695.0816	4.2763E-3	37.0998	
demographic.popSize22	95.0019	146.0909	47.0166	2.9389E-3	338.502	821.4316	2.9389E-3	47.0166	
demographic.popSize23	94.7468	141.8513	48.4854	1.475E-3	346.25	873.3952	1.475E-3	48.4854	
demographic.popSize24	99.5189	142.7118	53.4915	4.9755E-4	348.9853	889.8143	0.0115	53.5016	
demographic.popSize25	102.1049	145.3874	54.7951	1.4759E-4	360.0125	836.4271	1.4759E-4	54.7951	
demographic.popSize26	95.8938	141.8276	50.2594	1.5073E-3	332.3424	910.3809	0.0216	50.2594	
demographic.popSize27	100.3851	152.3561	52.952	5.6768E-3	346.3432	851.5851	5.1462E-3	52.952	
demographic.popSize28	99.2896	143.8811	53.7631	3.9682E-3	345.9737	875.3445	0.0129	53.7631	
demographic.popSize29	97.9371	143.6268	51.9693	0.0112	346.9886	827.1115	8.4057E-3	51.9693	
demographic.popSize30	95.4176	134.1613	51.019	7.0657E-3	336.8668	948.9916	7.0657E-3	51.019	
demographic.popSize31	99.7388	153.1862	52.061	2.1423E-3	348.7327	915.9469	2.1423E-3	52.061	
demographic.popSize32	97.7585	145.831	50.5108	5.8402E-3	353.0603	849.3991	0.0347	50.5283	
demographic.popSize33	100.0999	149.7869	53.0193	9.6623E-3	354.9836	884.9727	6.7716E-3	53.0193	
demographic.popSize34	97.6693	144.9585	52.6875	2.3023E-3	337.6532	885.7122	2.3023E-3	52.6875	
demographic.popSize35	98.9294	152.6866	52.0311	1.8046E-3	348.9517	792.6739	0.0268	52.0503	
demographic.popSize36	100.1696	147.5048	53.0652	4.1431E-3	360.013	865.5175	0.0287	53.0887	
demographic.popSize37	100.4664	149.9877	53.228	3.7641E-4	349.0154	918.3581	3.7641E-4	53.228	
demographic.popSize38	98.2573	145.8045	51.1229	2.7334E-3	351.0111	904.3822	0.0132	51.1276	
demographic.popSize39	99.5758	148.5071	51.7779	3.8758E-4	352.4408	844.9454	0.0181	51.7779	
demographic.popSize40	99.5754	147.8444	52.0314	9.552E-3	342.6507	875.1734	9.552E-3	52.0314	
demographic.popSize41	99.0568	144.3219	52.5986	3.1234E-3	354.1084	830.0637	7.6213E-3	52.6007	
demographic.popSize42	99.5204	148.7875	51.6628	2.5853E-3	357.0454	829.9159	0.0143	51.6675	
demographic.popSize43	99.7222	147.9044	50.8141	6.9384E-3	352.0528	878.6785	6.9384E-3	50.8141	
demographic.popSize44	100.1391	150.0231	51.2336	3.0853E-3	354.9742	907.8651	3.0853E-3	51.2338	
demographic.popSize45	99.2062	139.5728	53.064	2.9189E-3	344.6418	873.025	3.3127E-3	53.064	
demographic.popSize46	98.7816	146.1602	51.5614	3.1315E-3	350.9339	876.7177	3.1315E-3	51.5614	
demographic.popSize47	98.262	138.3491	53.1632	2.9341E-4	336.3047	956.934	2.9341E-4	53.1632	
demographic.popSize48	99.9609	155.1008	50.1459	4.1906E-4	357.1276	811.4145	0.0252	50.1509	
demographic.popSize49	99.6831	148.6517	50.9425	0.0114	359.9788	865.2835	0.0114	50.9425	
demographic.popSize50	98.5633	145.2067	51.646	1.8248E-3	342.8488	826.405	1.8248E-3	51.646	
demographic.popSize51	99.6466	151.0504	51.7888	5.4586E-3	352.2031	883.8476	9.8406E-3	51.7924	
demographic.popSize52	98.6167	140.5662	51.6696	3.4238E-3	351.4665	844.1907	8.9626E-3	51.6696	
demographic.popSize53	98.5735	147.2675	50.9255	4.5655E-4	343.5497	918.4488	0.0128	50.9255	
demographic.popSize54	98.7236	145.3551	50.4401	6.6325E-3	350.3447	883.6328	0.0882	50.4947	
demographic.popSize55	101.4378	152.4784	51.9904	3.9027E-3	356.3143	838.6433	0.0258	51.9947	
demographic.popSize56	99.3876	144.8919	51.8526	4.7366E-3	344.3603	872.5045	0.0107	51.8526	
demographic.popSize57	98.0005	147.142	51.071	6.94E-3	337.4391	847.9694	6.94E-3	51.0736	
demographic.popSize58	100.2109	157.88	50.613	7.6687E-4	351.3317	847.2372	0.0173	50.6161	
demographic.popSize59	99.3824	148.2219	51.2727	2.4385E-3	352.7805	806.0795	0.0138	51.2811	
demographic.popSize60	97.9426	139.7539	51.4951	4.8832E-3	339.6446	874.0185	3.6504E-3	51.4951	
demographic.popSize61	99.3385	142.4349	51.9833	4.0547E-3	355.5006	826.9629	4.0547E-3	51.9833	
demographic.popSize62	97.0451	139.9056	51.4936	0.0121	342.1634	869.3959	6.9544E-3	51.4936	
demographic.popSize63	100.3857	147.2308	53.7082	0.0102	356.2633	901.3048	0.0102	53.7144	
demographic.popSize64	100.0339	149.251	51.399	1.9095E-3	352.659	754.3408	3.8696E-3	51.399	
demographic.popSize65	99.8596	141.3039	53.6752	3.0905E-3	346.6403	888.362	0.0151	53.6862	
demographic.popSize66	100.2963	145.2862	51.3075	9.8805E-4	356.1323	816.8579	9.8805E-4	51.3075	
demographic.popSize67	102.7374	150.4869	53.3249	9.8199E-4	366.9418	871.3914	9.8199E-4	53.3249	
demographic.popSize68	98.9919	143.3495	50.8232	5.0902E-4	347.7044	798.687	1.0718E-3	50.8234	
demographic.popSize69	97.3273	141.2047	51.3245	8.1602E-4	337.8369	950.2876	8.1602E-4	51.3245	
demographic.popSize70	98.7455	146.4454	51.5074	0.0106	343.2828	796.0936	0.0106	51.5088	
demographic.popSize71	98.647	152.1803	51.5982	1.2162E-3	336.8397	962.041	0.0592	51.6516	
demographic.popSize72	100.1889	154.9987	51.5137	0.027	359.3982	877.9723	6.0022E-3	51.5137	
demographic.popSize73	101.6876	158.8283	52.1201	1.0763E-3	356.1538	832.7655	0.0124	52.1235	
demographic.popSize74	96.4064	141.3465	50.6848	1.8894E-3	335.9764	896.0752	0.0156	50.6848	
demographic.popSize75	98.9396	142.9766	52.1306	6.5161E-3	343.6843	790.9078	5.6257E-3	52.1306	
demographic.popSize76	103.4029	153.1801	53.6676	4.839E-3	354.024	793.8384	0.0271	53.6686	
demographic.popSize77	100.423	153.117	50.652	1.6336E-4	350.8611	815.6508	3.1015E-3	50.652	
