burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14636.9147	139.6213	-14629.1955	-14917.2253	-14375.6112	247.8621	-14707.2631	-14520.5406	
prior	-7334.4601	141.7163	-7325.4835	-7617.1493	-7071.8195	243.323	-7400.3261	-7210.898	
likelihood	-7302.4546	18.7664	-7301.935	-7339.3103	-7265.7179	653.7621	-7314.1325	-7289.1361	
treeModel.rootHeight	67.4235	16.8164	63.7695	42.7731	102.4785	278.8945	50.2609	67.4351	
age(root)	1953.5765	16.8164	1957.2305	1918.5215	1978.2269	278.8945	1953.5649	1970.7391	
treeLength	2083.3759	338.1116	2022.8502	1553.549	2795.8012	209.9604	1706.4153	2119.3789	
tmrca(ingroup)	67.4235	16.8164	63.7695	42.7731	102.4785	278.8945	50.2609	67.4351	
age(ingroup)	1953.5765	16.8164	1957.2305	1918.5215	1978.2269	278.8945	1953.5649	1970.7391	
demographic.populationSizeChanges	3.3964	0.6325	3	3	5	544.8322	3	3	
demographic.populationMean	339.3211	263.9565	260.9214	20.4634	844.9709	257.1877	97.4475	289.6675	
demographic.popSize1	197.7847	114.5479	174.6425	13.8704	404.0406	304.3026	127.3593	229.6647	
demographic.popSize2	339.7729	516.1901	173.8403	5.5262E-3	1206.589	823.2785	5.5262E-3	173.8403	
demographic.popSize3	343.6385	510.1039	178.2694	3.8704E-3	1223.0583	893.9097	3.8704E-3	178.2694	
demographic.popSize4	339.7452	513.4327	170.4956	0.0111	1246.5459	812.905	0.0256	170.4956	
demographic.popSize5	341.8442	497.8951	176.7189	0.0276	1226.5205	857.7592	0.0276	176.7189	
demographic.popSize6	338.5813	503.7988	173.5792	1.2755E-3	1228.1303	861.1469	0.016	173.587	
demographic.popSize7	338.9572	495.3717	175.8824	9.7564E-3	1196.3662	850.6462	0.0256	175.8824	
demographic.popSize8	333.6163	516.5277	161.8562	2.965E-3	1245.1198	771.23	0.071	161.8562	
demographic.popSize9	330.9492	508.3587	173.1097	2.2136E-3	1174.3359	951.2974	2.2136E-3	173.1097	
demographic.popSize10	327.7146	491.5734	164.8029	0.0347	1165.1018	852.7544	0.0697	164.8279	
demographic.popSize11	340.2187	527.8431	169.6077	3.566E-3	1217.5079	862.016	3.566E-3	169.6077	
demographic.popSize12	332.396	500.0525	172.921	0.0173	1176.3194	951.9116	0.0173	172.921	
demographic.popSize13	336.0875	484.8349	176.0161	0.0161	1205.7263	825.7845	0.0458	176.0161	
demographic.popSize14	333.2374	526.347	166.6064	0.012	1187.2793	868.7247	0.012	166.6064	
demographic.popSize15	337.8573	528.2649	172.9332	1.515E-3	1205.0779	844.5801	1.515E-3	172.9332	
demographic.popSize16	304.8323	495.5416	141.2166	0.0762	1157.9522	771.2877	0.0762	141.2166	
demographic.popSize17	68.2127	192.5627	0.0594	0.0594	390.5485	501.377	0.0594	0.0594	
demographic.popSize18	331.7762	500.0957	172.4648	2.2137E-3	1194.7653	952.696	0.017	172.4648	
demographic.popSize19	334.7447	492.4579	175.2648	6.1945E-3	1185.7758	891.0461	0.1398	175.3086	
demographic.popSize20	334.7013	501.0377	168.4502	6.6237E-3	1206.8775	859.9204	2.7239E-3	168.4502	
demographic.popSize21	338.8435	486.5091	176.2304	8.0982E-3	1205.9469	883.1483	0.0234	176.239	
demographic.popSize22	344.1068	503.9408	179.6025	7.7337E-3	1228.3576	859.3064	1.2509E-3	179.6025	
demographic.popSize23	336.8967	506.4233	169.9539	0.0112	1198.5119	863.6778	4.3235E-3	169.9539	
demographic.popSize24	342.3703	519.871	174.9082	7.581E-3	1204.5651	784.55	0.0447	174.9415	
