burnIn   <= 25000000,   maxState  = 100000000
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-15060.6199	161.7677	-15050.6072	-15400.5922	-14764.2801	232.2358	-15139.909	-14928.8003	
prior	-7291.2922	159.9767	-7281.1052	-7635.4475	-7005.2332	230.3574	-7368.9876	-7160.6415	
likelihood	-7769.3277	18.694	-7769.2645	-7806.0553	-7732.1681	747.7566	-7781.726	-7757.0389	
treeModel.rootHeight	72.0679	15.9219	70.1531	44.4867	103.5242	272.7101	58.6947	77.6941	
age(root)	1950.9321	15.9219	1952.8469	1919.4758	1978.5133	272.7101	1945.3059	1964.3053	
treeLength	1944.6477	334.1968	1921.9308	1238.5037	2556.3133	202.4772	1644.9883	2083.5525	
tmrca(ingroup)	72.0679	15.9219	70.1531	44.4867	103.5242	272.7101	58.6947	77.6941	
age(ingroup)	1950.9321	15.9219	1952.8469	1919.4758	1978.5133	272.7101	1945.3059	1964.3053	
demographic.populationSizeChanges	3.3769	0.6319	3	3	5	772.3113	3	3	
demographic.populationMean	230.3465	208.9894	163.6655	22.188	649.101	247.1196	59.9446	180.6616	
demographic.popSize1	236.7403	339.0647	132.7531	1.169	783.8529	284.5845	4.5167	136.0105	
demographic.popSize2	229.064	377.7011	114.7192	0.0158	807.4171	802.1987	0.0158	114.7232	
demographic.popSize3	211.7626	344.7316	101.4911	0.0163	794.4961	694.5956	0.0303	101.5018	
demographic.popSize4	231.6532	372.2139	109.1908	7.7968E-3	853.538	750.3061	7.7968E-3	109.1908	
demographic.popSize5	228.6233	373.6638	113.4903	1.4277E-3	822.7263	740.0108	0.0248	113.4903	
demographic.popSize6	224.919	373.0795	105.8092	3.7324E-3	829.7976	742.2633	8.3457E-3	105.8092	
demographic.popSize7	202.7656	335.2807	92.516	3.7198E-3	773.2397	677.4888	0.1604	92.6301	
demographic.popSize8	222.4648	382.6299	103.1608	5.98E-3	829.174	691.0685	5.98E-3	103.1608	
demographic.popSize9	224.0936	360.7753	107.5941	0.0164	826.3993	734.5891	0.0215	107.5941	
demographic.popSize10	231.9703	375.737	110.2457	9.7261E-4	864.8513	736.2161	0.025	110.2534	
demographic.popSize11	213.56	328.6884	104.2721	6.9944E-3	792.2497	799.836	0.0433	104.2964	
demographic.popSize12	217.8692	378.9813	104.6842	0.012	799.5147	784.1615	2.1816E-3	104.6842	
demographic.popSize13	218.1135	352.9925	105.8893	7.5451E-4	798.0273	707.8832	1.6375E-3	105.8893	
demographic.popSize14	208.4867	347.1302	94.0837	0.0125	787.4486	670.7204	4.4934E-4	94.0837	
demographic.popSize15	229.3744	407.8827	108.1651	7.9867E-3	825.9945	704.8221	0.0208	108.1735	
demographic.popSize16	206.199	366.905	91.4534	2.9191E-3	772.8096	640.1624	2.9191E-3	91.4534	
demographic.popSize17	209.5809	353.1279	96.1376	0.0243	783.7943	702.6083	0.0311	96.1376	
demographic.popSize18	224.6539	378.3482	104.2223	4.3567E-3	857.5706	759.6865	0.0124	104.224	
demographic.popSize19	227.7285	361.0906	109.1973	8.4579E-3	847.3827	727.4691	0.0402	109.2095	
demographic.popSize20	222.0691	364.6452	105.2848	0.0221	801.0359	747.9881	2.5743E-3	105.2848	
demographic.popSize21	234.2624	399.6931	111.074	7.2811E-3	855.1446	734.979	0.0132	111.0783	
demographic.popSize22	215.5857	353.5849	102.5719	9.7032E-3	782.4078	751.2125	0.3488	102.8809	
demographic.popSize23	219.3335	355.4551	102.1652	0.0111	833.6025	698.6664	0.0482	102.1729	
demographic.popSize24	226.3819	373.4326	110.5498	0.0223	814.9599	780.6357	0.0223	110.5498	
demographic.popSize25	226.8756	371.7144	107	2.8359E-3	843.0442	708.2273	2.8359E-3	107	
demographic.popSize26	234.7541	386.2797	112.6618	9.8608E-3	868.6204	782.9377	9.8608E-3	112.6618	
demographic.popSize27	232.5497	386.2836	114.4055	0.0102	842.4418	711.3421	0.0958	114.4765	
demographic.popSize28	229.8269	379.8748	110.8745	0.0233	836.7386	742.1588	0.0273	110.8756	
demographic.popSize29	231.7414	377.3335	113.3712	0.0268	851.5375	716.9562	0.0268	113.3885	
demographic.popSize30	233.1884	379.0695	112.1297	0.021	859.4608	725.6523	0.021	112.1297	
demographic.popSize31	233.4082	385.0912	112.6937	0.0136	845.2452	760.4519	0.0136	112.6937	
demographic.popSize32	232.4705	378.2454	114.1505	0.0485	831.53	712.408	0.0485	114.164	
demographic.popSize33	228.5685	359.0513	111.7953	6.0424E-4	848.4088	740.4923	9.537E-3	111.7953	
demographic.popSize34	230.7064	367.8277	112.4908	0.0136	850.0276	748.6398	5.6449E-4	112.4908	
demographic.popSize35	228.3979	363.3226	111.9695	0.0125	835.3853	733.6436	0.0125	111.9695	
