burnIn   <= 0,   maxState  = 150000200
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-14642.8028	146.1806	-14636.4874	-14939.1789	-14361.8511	478.7223	-14718.2819	-14525.3049	
prior	-7336.4612	148.9011	-7329.311	-7636.791	-7048.5701	469.344	-7412.3319	-7215.4385	
likelihood	-7306.3416	19.9335	-7305.742	-7345.8699	-7267.8633	1029.0055	-7318.3482	-7291.4946	
treeModel.rootHeight	70.1806	18.4512	65.9885	43.1428	107.4699	534.9448	51.5446	70.4549	
age(root)	1950.8194	18.4512	1955.0115	1913.5301	1977.8572	534.9448	1950.5451	1969.4554	
treeLength	2064.9379	348.8179	2006.6366	1515.4471	2820.1249	414.6398	1684.4833	2109.5585	
tmrca(ingroup)	70.1806	18.4512	65.9885	43.1428	107.4699	534.9448	51.5446	70.4549	
age(ingroup)	1950.8194	18.4512	1955.0115	1913.5301	1977.8572	534.9448	1950.5451	1969.4554	
demographic.populationSizeChanges	3.4511	0.6615	3	3	5	951.2505	3	3	
demographic.populationMean	348.7948	282.407	263.2942	30.6367	907.3714	513.6971	85.3174	289.7696	
demographic.popSize1	143.9758	112.1365	122.6691	0.6988	346.364	494.4655	13.6509	127.7178	
demographic.popSize2	347.4446	532.0757	174.4811	5.5262E-3	1233.7597	1651.3033	2.3072E-3	174.4811	
demographic.popSize3	349.1291	522.7371	176.5661	3.8704E-3	1255.8037	1737.9752	3.8704E-3	176.5661	
demographic.popSize4	350.4258	536.5871	173.456	0.0111	1277.9867	1621.5301	0.0111	173.456	
demographic.popSize5	350.2363	517.1726	177.9667	7.6407E-4	1264.6855	1652.7349	7.6407E-4	177.9667	
demographic.popSize6	346.4606	538.7755	172.5289	6.6887E-4	1262.3288	1677.1633	6.6887E-4	172.5289	
demographic.popSize7	349.3744	532.9733	173.3737	9.7564E-3	1263.0228	1693.8084	0.0256	173.3889	
demographic.popSize8	345.8455	531.9406	169.1064	0.0105	1273.6482	1541.1574	2.965E-3	169.1064	
demographic.popSize9	344.5114	544.8701	172.1001	2.2136E-3	1248.639	1736.1447	0.0157	172.1107	
demographic.popSize10	337.4129	506.4047	169.2654	8.2122E-3	1218.8459	1735.0465	8.2122E-3	169.2654	
demographic.popSize11	348.6015	535.7075	172.6911	3.566E-3	1263.5425	1687.6758	1.0845E-3	172.6911	
demographic.popSize12	341.3375	533.9062	170.8511	3.3296E-4	1241.4575	1703.5689	3.3296E-4	170.8511	
demographic.popSize13	336.6999	500.9536	171.6407	4.646E-3	1232.179	1651.4291	0.0686	171.6878	
demographic.popSize14	340.1707	526.0944	167.948	1.9281E-3	1229.3404	1638.5355	0.0599	167.9738	
demographic.popSize15	345.6816	532.5809	172.7149	1.515E-3	1253.4038	1602.0397	1.515E-3	172.7149	
demographic.popSize16	326.6703	521.1178	152.073	0.0104	1226.2015	1519.3833	0.012	152.073	
demographic.popSize17	204.5137	427.526	48.1224	0.0594	905.437	1161.2392	0.0594	48.1274	
demographic.popSize18	318.4122	500.9533	155.0156	4.748E-3	1177.3338	1691.2344	0.047	155.0462	
demographic.popSize19	341.8642	517.9766	173.0647	0.0196	1222.1268	1663.3428	0.1163	173.1475	
demographic.popSize20	343.3751	519.3742	169.8072	6.6237E-3	1244.2408	1702.6907	2.574E-3	169.8072	
demographic.popSize21	274.6579	453.4307	121.8478	8.0982E-3	1059.0471	1427.0627	0.0121	121.8478	
demographic.popSize22	339.9279	535.7016	164.5104	1.2509E-3	1242.7409	1643.5953	7.7337E-3	164.5121	
demographic.popSize23	347.644	537.2045	169.2248	4.3235E-3	1276.534	1593.0279	7.3691E-3	169.2248	
demographic.popSize24	341.1079	534.5525	167.2492	7.581E-3	1244.0196	1568.0545	7.581E-3	167.2492	
demographic.popSize25	343.7368	522.6815	172.7104	1.7846E-3	1238.7325	1788.9153	6.7294E-3	172.7104	
demographic.popSize26	335.9443	525.8049	162.5568	7.8693E-4	1213.5407	1634.7615	0.0126	162.5568	
demographic.popSize27	349.1693	518.3133	178.4609	1.5233E-3	1246.6719	1702.9367	0.0138	178.4609	
demographic.popSize28	339.7393	521.4924	165.3362	2.508E-3	1232.6027	1587.0655	2.508E-3	165.3362	
demographic.popSize29	367.461	586.6348	178.5921	8.4901E-3	1351.4701	1164.6524	0.0156	178.5921	
demographic.popSize30	349.7287	524.4087	175.5566	0.0104	1252.7901	1660.0045	9.5159E-3	175.5566	
demographic.popSize31	361.1504	547.5304	177.0705	4.5089E-4	1334.3748	1491.2043	4.5089E-4	177.0705	
demographic.popSize32	349.6368	536.3507	175.521	3.5978E-3	1257.5511	1457.4164	3.5978E-3	175.521	
demographic.popSize33	352.7414	539.3533	178.201	3.127E-4	1277.0273	1532.5238	0.1356	178.3309	
demographic.popSize34	352.6506	528.3813	176.5252	8.8281E-3	1262.6787	1592.8169	2.5584E-3	176.5252	
demographic.popSize35	363.8838	555.1156	179.1282	5.6446E-3	1386.4448	1220.559	0.0147	179.1357	
demographic.popSize36	356.8503	533.7774	179.6684	2.5207E-3	1327.4463	1548.2465	2.5207E-3	179.6684	
demographic.popSize37	346.6065	509.6838	174.8989	1.1175E-3	1258.1755	1669.9114	1.1175E-3	174.8989	
demographic.popSize38	347.8264	514.3365	177.8949	0.0112	1264.8022	1593.9215	0.0112	177.8989	
demographic.popSize39	357.1633	544.9527	176.8898	0.0105	1314.9928	1511.8154	0.0124	176.8898	
demographic.popSize40	352.2255	533.7377	179.7208	8.4218E-3	1257.4085	1704.7897	8.4218E-3	179.7208	
demographic.popSize41	362.8231	569.0957	176.9711	3.7502E-4	1340.9872	1466.1208	0.1151	177.0371	
demographic.popSize42	369.8597	574.4469	180.4536	0.035	1375.359	1135.0143	0.0269	180.4536	
demographic.popSize43	363.7987	543.722	182.0771	0.0102	1302.8837	1331.6914	0.0206	182.0828	
demographic.popSize44	373.189	564.7699	178.3566	0.0156	1424.7851	1131.5934	0.0609	178.3715	
demographic.popSize45	364.4957	535.7609	180.9031	0.0593	1346.4974	1356.9592	2.4394E-3	180.9031	
demographic.popSize46	354.2318	534.4985	176.3846	9.0789E-3	1282.265	1550.1131	9.0789E-3	176.3846	
demographic.popSize47	370.3811	535.072	183.0381	8.2591E-4	1415.7889	1227.1228	0.014	183.0512	
demographic.popSize48	357.7116	545.0189	177.7768	0.0408	1317.1989	1522.3585	0.058	177.7924	
demographic.popSize49	370.884	570.972	181.8097	0.0637	1293.7256	1530.2846	3.27E-3	181.8097	
demographic.popSize50	362.3	558.2127	177.718	0.0114	1341.4661	1472.7698	0.0114	177.718	
demographic.popSize51	361.3454	535.32	183.2922	0.092	1297.5354	1596.5525	0.028	183.2922	
demographic.popSize52	373.3039	559.6737	183.2791	7.4025E-4	1352.1137	1353.688	7.4025E-4	183.2791	
demographic.popSize53	365.0344	538.0069	180.9172	2.8311E-3	1337.8475	1421.1524	2.8311E-3	180.9172	
demographic.popSize54	364.939	535.811	181.5786	0.0287	1348.3981	1448.158	0.0207	181.5786	
demographic.popSize55	372.1433	547.2619	193.5851	5.838E-3	1310.0792	1637.7823	5.838E-3	193.5851	
demographic.popSize56	373.4833	536.8176	192.3643	0.0215	1350.9107	1341.2142	0.0216	192.3643	
demographic.popSize57	370.6502	552.7084	179.626	0.0146	1357.9979	1282.8678	0.0129	179.626	
demographic.popSize58	359.9085	524.2089	179.3896	1.307E-3	1313.762	1476.8036	1.307E-3	179.3896	
demographic.popSize59	358.2331	518.7723	179.7761	4.2457E-3	1318.7838	1580.8132	4.2457E-3	179.7761	
demographic.popSize60	370.5842	544.1788	183.8893	0.1128	1350.5648	1472.5752	0.0186	183.8967	
demographic.popSize61	363.2828	551.0132	177.6506	0.0268	1374.6158	1494.939	0.018	177.6506	
