burnIn   <= 0,   maxState  = 150000200
statistic	mean	stdErr	median	hpdLower	hpdUpper	ESS	50hpdLower	50hpdUpper
joint	-15743.2519	143.9057	-15738.5203	-16040.3371	-15470.2257	483.837	-15828.4983	-15637.3639	
prior	-7578.3919	143.8155	-7574.6091	-7871.0444	-7303.2746	478.4077	-7666.3835	-7474.9048	
likelihood	-8164.8599	18.6153	-8164.479	-8201.6672	-8128.4946	1254.8187	-8176.133	-8151.3174	
treeModel.rootHeight	94.4016	29.2941	88.0783	48.6227	151.6498	526.2644	69.035	97.4921	
age(root)	1926.5984	29.2941	1932.9217	1869.3502	1972.3773	526.2644	1923.5079	1951.965	
treeLength	3249.0653	563.6833	3190.865	2198.5426	4381.2755	417.7594	2826.8587	3529.0766	
tmrca(ingroup)	94.4016	29.2941	88.0783	48.6227	151.6498	526.2644	69.035	97.4921	
age(ingroup)	1926.5984	29.2941	1932.9217	1869.3502	1972.3773	526.2644	1923.5079	1951.965	
demographic.populationSizeChanges	3.3133	0.5654	3	3	4	1558.3804	3	3	
demographic.populationMean	665.4225	592.9091	497.5824	84.4548	1726.4223	504.2454	173.3579	543.2651	
demographic.popSize1	437.1486	408.4061	284.0655	2.1115	1178.5166	518.5259	61.2967	338.4752	
demographic.popSize2	671.2697	1082.0277	331.873	4.7656E-4	2398.5907	1554.3374	4.7656E-4	331.873	
demographic.popSize3	659.5834	1044.318	333.895	1.4028E-3	2342.9102	1526.7826	1.4028E-3	333.895	
demographic.popSize4	646.2263	1084.4206	316.3051	1.9188E-3	2317.0334	1507.2687	1.9188E-3	316.3051	
demographic.popSize5	647.8177	1005.1751	327.4946	1.4619E-3	2329.0577	1488.763	0.0466	327.5028	
demographic.popSize6	576.9503	992.1621	261.5792	4.1363E-3	2166.4489	1313.1107	0.08	261.5903	
demographic.popSize7	659.1071	1009.5994	332.8909	0.024	2396.5995	1564.7721	0.024	332.8909	
demographic.popSize8	612.7368	986.1164	293.2069	0.0497	2225.7169	1367.2361	7.1632E-3	293.2069	
demographic.popSize9	476.5363	916.1276	194.0514	0.0157	1855.5812	1234.898	0.0254	194.0514	
demographic.popSize10	582.2835	949.8036	272.723	0.0579	2188.0335	1428.9319	0.0487	272.723	
demographic.popSize11	662.1198	1022.4744	331.9763	0.0264	2389.0269	1506.9961	0.0183	331.9763	
demographic.popSize12	644.6573	1065.2342	315.013	9.4614E-3	2291.9164	1361.3218	9.4614E-3	315.013	
demographic.popSize13	644.1282	1060.6085	312.8926	0.0172	2315.8342	1398.2341	0.0172	312.8926	
demographic.popSize14	656.8265	1112.231	322.8576	0.0156	2370.3237	1560.1696	0.1315	322.9384	
demographic.popSize15	636.4746	1030.2659	311.8264	2.9884E-3	2287.8802	1486.9533	2.9884E-3	311.8264	
demographic.popSize16	662.1375	1051.3931	333.1199	3.5784E-4	2359.2679	1592.2729	3.5784E-4	333.1199	
demographic.popSize17	648.6357	1068.1054	318.4245	3.5377E-3	2332.7894	1472.4217	0.1571	318.467	
